Test Case ID,Product,Folder,Scenario,Preconditions,Steps,Expected Result,Priority
STR-URL-00001,Strata,url_filtering,Route Strata url_filtering,Strata test data ready,Submit transaction > sync system > reconcile report,Success,High
STR-URL-00002,Strata,url_filtering,Delete Strata url_filtering,Strata test data ready,Initiate integration > check queue > confirm completion,Success,Medium
STR-URL-00003,Strata,url_filtering,Reject Strata url_filtering,Strata test data ready,Submit transaction > sync system > reconcile report,Success,High
STR-URL-00004,Strata,url_filtering,Search Strata url_filtering,Strata test data ready,Open module > perform action > validate result,Success,High
STR-URL-00005,Strata,url_filtering,Edit Strata url_filtering,Strata test data ready,Open module > perform action > validate result,Success,Medium
STR-URL-00006,Strata,url_filtering,Reject Strata url_filtering,Strata test data ready,Initiate integration > check queue > confirm completion,Success,Low
STR-URL-00007,Strata,url_filtering,Search Strata url_filtering,Strata test data ready,Initiate integration > check queue > confirm completion,Success,Low
STR-URL-00008,Strata,url_filtering,Archive Strata url_filtering,Strata test data ready,Initiate integration > check queue > confirm completion,Success,High
STR-URL-00009,Strata,url_filtering,Delete Strata url_filtering,Strata test data ready,Initiate integration > check queue > confirm completion,Success,High
STR-URL-00010,Strata,url_filtering,Validate Strata url_filtering,Strata test data ready,Create record > route approval > verify status,Success,High
STR-URL-00011,Strata,url_filtering,Delete Strata url_filtering,Strata test data ready,Initiate integration > check queue > confirm completion,Success,High
STR-URL-00012,Strata,url_filtering,Escalate Strata url_filtering,Strata test data ready,Create record > route approval > verify status,Success,High
STR-URL-00013,Strata,url_filtering,Delete Strata url_filtering,Strata test data ready,Submit transaction > sync system > reconcile report,Success,Medium
STR-URL-00014,Strata,url_filtering,Validate Strata url_filtering,Strata test data ready,Initiate integration > check queue > confirm completion,Success,Medium
STR-URL-00015,Strata,url_filtering,Submit Strata url_filtering,Strata test data ready,Create record > route approval > verify status,Success,Medium
STR-URL-00016,Strata,url_filtering,Route Strata url_filtering,Strata test data ready,Open module > perform action > validate result,Success,Medium
STR-URL-00017,Strata,url_filtering,Update Strata url_filtering,Strata test data ready,Initiate integration > check queue > confirm completion,Success,Low
STR-URL-00018,Strata,url_filtering,Submit Strata url_filtering,Strata test data ready,Submit transaction > sync system > reconcile report,Success,High
STR-URL-00019,Strata,url_filtering,Update Strata url_filtering,Strata test data ready,Initiate integration > check queue > confirm completion,Success,High
STR-URL-00020,Strata,url_filtering,Approve Strata url_filtering,Strata test data ready,Open module > perform action > validate result,Success,Medium
STR-URL-00021,Strata,url_filtering,Delete Strata url_filtering,Strata test data ready,Initiate integration > check queue > confirm completion,Success,Medium
STR-URL-00022,Strata,url_filtering,Delete Strata url_filtering,Strata test data ready,Create record > route approval > verify status,Success,Low
STR-URL-00023,Strata,url_filtering,Search Strata url_filtering,Strata test data ready,Create record > route approval > verify status,Success,Medium
STR-URL-00024,Strata,url_filtering,Submit Strata url_filtering,Strata test data ready,Open module > perform action > validate result,Success,Low
STR-URL-00025,Strata,url_filtering,Reject Strata url_filtering,Strata test data ready,Open module > perform action > validate result,Success,High
STR-URL-00026,Strata,url_filtering,Clone Strata url_filtering,Strata test data ready,Create record > route approval > verify status,Success,Medium
STR-URL-00027,Strata,url_filtering,Edit Strata url_filtering,Strata test data ready,Create record > route approval > verify status,Success,Medium
STR-URL-00028,Strata,url_filtering,Clone Strata url_filtering,Strata test data ready,Open module > perform action > validate result,Success,Medium
STR-URL-00029,Strata,url_filtering,Submit Strata url_filtering,Strata test data ready,Create record > route approval > verify status,Success,High
STR-URL-00030,Strata,url_filtering,Update Strata url_filtering,Strata test data ready,Create record > route approval > verify status,Success,Medium
STR-URL-00031,Strata,url_filtering,Validate Strata url_filtering,Strata test data ready,Submit transaction > sync system > reconcile report,Success,Medium
STR-URL-00032,Strata,url_filtering,Archive Strata url_filtering,Strata test data ready,Open module > perform action > validate result,Success,High
STR-URL-00033,Strata,url_filtering,Escalate Strata url_filtering,Strata test data ready,Create record > route approval > verify status,Success,Low
STR-URL-00034,Strata,url_filtering,Archive Strata url_filtering,Strata test data ready,Initiate integration > check queue > confirm completion,Success,High
STR-URL-00035,Strata,url_filtering,Archive Strata url_filtering,Strata test data ready,Submit transaction > sync system > reconcile report,Success,Low
STR-URL-00036,Strata,url_filtering,Create Strata url_filtering,Strata test data ready,Create record > route approval > verify status,Success,High
STR-URL-00037,Strata,url_filtering,Clone Strata url_filtering,Strata test data ready,Initiate integration > check queue > confirm completion,Success,Medium
STR-URL-00038,Strata,url_filtering,Reject Strata url_filtering,Strata test data ready,Open module > perform action > validate result,Success,Medium
STR-URL-00039,Strata,url_filtering,Submit Strata url_filtering,Strata test data ready,Initiate integration > check queue > confirm completion,Success,Medium
STR-URL-00040,Strata,url_filtering,Approve Strata url_filtering,Strata test data ready,Submit transaction > sync system > reconcile report,Success,Low
STR-URL-00041,Strata,url_filtering,Route Strata url_filtering,Strata test data ready,Create record > route approval > verify status,Success,High
STR-URL-00042,Strata,url_filtering,Submit Strata url_filtering,Strata test data ready,Open module > perform action > validate result,Success,Low
STR-URL-00043,Strata,url_filtering,Reject Strata url_filtering,Strata test data ready,Create record > route approval > verify status,Success,Low
STR-URL-00044,Strata,url_filtering,Create Strata url_filtering,Strata test data ready,Submit transaction > sync system > reconcile report,Success,High
STR-URL-00045,Strata,url_filtering,Delete Strata url_filtering,Strata test data ready,Create record > route approval > verify status,Success,Medium
STR-URL-00046,Strata,url_filtering,Validate Strata url_filtering,Strata test data ready,Initiate integration > check queue > confirm completion,Success,Low
STR-URL-00047,Strata,url_filtering,Validate Strata url_filtering,Strata test data ready,Initiate integration > check queue > confirm completion,Success,Medium
STR-URL-00048,Strata,url_filtering,Route Strata url_filtering,Strata test data ready,Submit transaction > sync system > reconcile report,Success,Low
STR-URL-00049,Strata,url_filtering,Reject Strata url_filtering,Strata test data ready,Open module > perform action > validate result,Success,Low
STR-URL-00050,Strata,url_filtering,Search Strata url_filtering,Strata test data ready,Open module > perform action > validate result,Success,High
STR-URL-00051,Strata,url_filtering,Approve Strata url_filtering,Strata test data ready,Create record > route approval > verify status,Success,High
STR-URL-00052,Strata,url_filtering,Route Strata url_filtering,Strata test data ready,Open module > perform action > validate result,Success,Low
STR-URL-00053,Strata,url_filtering,Update Strata url_filtering,Strata test data ready,Submit transaction > sync system > reconcile report,Success,Medium
STR-URL-00054,Strata,url_filtering,Edit Strata url_filtering,Strata test data ready,Create record > route approval > verify status,Success,Medium
STR-URL-00055,Strata,url_filtering,Restore Strata url_filtering,Strata test data ready,Submit transaction > sync system > reconcile report,Success,High
STR-URL-00056,Strata,url_filtering,Restore Strata url_filtering,Strata test data ready,Create record > route approval > verify status,Success,Medium
STR-URL-00057,Strata,url_filtering,Create Strata url_filtering,Strata test data ready,Open module > perform action > validate result,Success,Medium
STR-URL-00058,Strata,url_filtering,Reject Strata url_filtering,Strata test data ready,Create record > route approval > verify status,Success,Low
STR-URL-00059,Strata,url_filtering,Route Strata url_filtering,Strata test data ready,Open module > perform action > validate result,Success,Low
STR-URL-00060,Strata,url_filtering,Edit Strata url_filtering,Strata test data ready,Create record > route approval > verify status,Success,Low
STR-URL-00061,Strata,url_filtering,Search Strata url_filtering,Strata test data ready,Open module > perform action > validate result,Success,High
STR-URL-00062,Strata,url_filtering,Archive Strata url_filtering,Strata test data ready,Submit transaction > sync system > reconcile report,Success,Low
STR-URL-00063,Strata,url_filtering,Validate Strata url_filtering,Strata test data ready,Initiate integration > check queue > confirm completion,Success,High
STR-URL-00064,Strata,url_filtering,Reject Strata url_filtering,Strata test data ready,Open module > perform action > validate result,Success,Medium
STR-URL-00065,Strata,url_filtering,Delete Strata url_filtering,Strata test data ready,Initiate integration > check queue > confirm completion,Success,Medium
STR-URL-00066,Strata,url_filtering,Restore Strata url_filtering,Strata test data ready,Submit transaction > sync system > reconcile report,Success,Medium
STR-URL-00067,Strata,url_filtering,Reject Strata url_filtering,Strata test data ready,Initiate integration > check queue > confirm completion,Success,High
STR-URL-00068,Strata,url_filtering,Route Strata url_filtering,Strata test data ready,Initiate integration > check queue > confirm completion,Success,High
STR-URL-00069,Strata,url_filtering,Approve Strata url_filtering,Strata test data ready,Open module > perform action > validate result,Success,High
STR-URL-00070,Strata,url_filtering,Route Strata url_filtering,Strata test data ready,Open module > perform action > validate result,Success,Medium
STR-URL-00071,Strata,url_filtering,Create Strata url_filtering,Strata test data ready,Open module > perform action > validate result,Success,Low
STR-URL-00072,Strata,url_filtering,Route Strata url_filtering,Strata test data ready,Initiate integration > check queue > confirm completion,Success,Medium
STR-URL-00073,Strata,url_filtering,Escalate Strata url_filtering,Strata test data ready,Submit transaction > sync system > reconcile report,Success,High
STR-URL-00074,Strata,url_filtering,Approve Strata url_filtering,Strata test data ready,Initiate integration > check queue > confirm completion,Success,High
STR-URL-00075,Strata,url_filtering,Restore Strata url_filtering,Strata test data ready,Initiate integration > check queue > confirm completion,Success,Low
STR-URL-00076,Strata,url_filtering,Reject Strata url_filtering,Strata test data ready,Open module > perform action > validate result,Success,Medium
STR-URL-00077,Strata,url_filtering,Create Strata url_filtering,Strata test data ready,Create record > route approval > verify status,Success,High
STR-URL-00078,Strata,url_filtering,Clone Strata url_filtering,Strata test data ready,Open module > perform action > validate result,Success,Low
STR-URL-00079,Strata,url_filtering,Approve Strata url_filtering,Strata test data ready,Initiate integration > check queue > confirm completion,Success,Low
STR-URL-00080,Strata,url_filtering,Reject Strata url_filtering,Strata test data ready,Initiate integration > check queue > confirm completion,Success,Low
STR-URL-00081,Strata,url_filtering,Validate Strata url_filtering,Strata test data ready,Open module > perform action > validate result,Success,Medium
STR-URL-00082,Strata,url_filtering,Escalate Strata url_filtering,Strata test data ready,Create record > route approval > verify status,Success,High
STR-URL-00083,Strata,url_filtering,Archive Strata url_filtering,Strata test data ready,Initiate integration > check queue > confirm completion,Success,High
STR-URL-00084,Strata,url_filtering,Validate Strata url_filtering,Strata test data ready,Open module > perform action > validate result,Success,High
STR-URL-00085,Strata,url_filtering,Submit Strata url_filtering,Strata test data ready,Initiate integration > check queue > confirm completion,Success,Low
STR-URL-00086,Strata,url_filtering,Route Strata url_filtering,Strata test data ready,Create record > route approval > verify status,Success,Medium
STR-URL-00087,Strata,url_filtering,Submit Strata url_filtering,Strata test data ready,Submit transaction > sync system > reconcile report,Success,Low
STR-URL-00088,Strata,url_filtering,Update Strata url_filtering,Strata test data ready,Create record > route approval > verify status,Success,Low
STR-URL-00089,Strata,url_filtering,Reject Strata url_filtering,Strata test data ready,Open module > perform action > validate result,Success,Medium
STR-URL-00090,Strata,url_filtering,Edit Strata url_filtering,Strata test data ready,Initiate integration > check queue > confirm completion,Success,High
STR-URL-00091,Strata,url_filtering,Search Strata url_filtering,Strata test data ready,Submit transaction > sync system > reconcile report,Success,Low
STR-URL-00092,Strata,url_filtering,Reject Strata url_filtering,Strata test data ready,Initiate integration > check queue > confirm completion,Success,High
STR-URL-00093,Strata,url_filtering,Edit Strata url_filtering,Strata test data ready,Open module > perform action > validate result,Success,Medium
STR-URL-00094,Strata,url_filtering,Clone Strata url_filtering,Strata test data ready,Create record > route approval > verify status,Success,High
STR-URL-00095,Strata,url_filtering,Escalate Strata url_filtering,Strata test data ready,Create record > route approval > verify status,Success,Low
STR-URL-00096,Strata,url_filtering,Submit Strata url_filtering,Strata test data ready,Create record > route approval > verify status,Success,Low
STR-URL-00097,Strata,url_filtering,Escalate Strata url_filtering,Strata test data ready,Create record > route approval > verify status,Success,High
STR-URL-00098,Strata,url_filtering,Update Strata url_filtering,Strata test data ready,Open module > perform action > validate result,Success,Medium
STR-URL-00099,Strata,url_filtering,Escalate Strata url_filtering,Strata test data ready,Create record > route approval > verify status,Success,Medium
STR-URL-00100,Strata,url_filtering,Submit Strata url_filtering,Strata test data ready,Initiate integration > check queue > confirm completion,Success,Medium
STR-URL-00101,Strata,url_filtering,Reject Strata url_filtering,Strata test data ready,Initiate integration > check queue > confirm completion,Success,High
STR-URL-00102,Strata,url_filtering,Approve Strata url_filtering,Strata test data ready,Create record > route approval > verify status,Success,Medium
STR-URL-00103,Strata,url_filtering,Route Strata url_filtering,Strata test data ready,Initiate integration > check queue > confirm completion,Success,Medium
STR-URL-00104,Strata,url_filtering,Restore Strata url_filtering,Strata test data ready,Submit transaction > sync system > reconcile report,Success,High
STR-URL-00105,Strata,url_filtering,Search Strata url_filtering,Strata test data ready,Open module > perform action > validate result,Success,Low
STR-URL-00106,Strata,url_filtering,Create Strata url_filtering,Strata test data ready,Submit transaction > sync system > reconcile report,Success,High
