Test Case ID,Product,Folder,Capability,Domain,Flow,Test Type,Scenario,Preconditions,Steps,Expected Result,Priority,Sample Data
AZU-COS-00001,Azure,cost,cost,Data,Create -> Protect -> Audit -> Report,Regression,Route Azure cost,Azure access and test data available,"1. Open cost.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Medium,"{""service"": ""VM"", ""region"": ""eastus"", ""iam_role"": ""Tester""}"
AZU-COS-00002,Azure,cost,cost,DevOps,Create -> Protect -> Audit -> Report,Accessibility,Escalate Azure cost,Azure access and test data available,"1. Open cost.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Medium,"{""service"": ""VM"", ""region"": ""eastus"", ""iam_role"": ""Tester""}"
AZU-COS-00003,Azure,cost,cost,Platform,Provision -> Validate -> Monitor -> Remediate,Performance,Clone Azure cost,Azure access and test data available,"1. Open cost.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Medium,"{""service"": ""VM"", ""region"": ""eastus"", ""iam_role"": ""Tester""}"
AZU-COS-00004,Azure,cost,cost,Data,Provision -> Validate -> Monitor -> Remediate,Functional,Delete Azure cost,Azure access and test data available,"1. Open cost.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Low,"{""service"": ""VM"", ""region"": ""eastus"", ""iam_role"": ""Tester""}"
AZU-COS-00005,Azure,cost,cost,Security,Create -> Protect -> Audit -> Report,Security,Restore Azure cost,Azure access and test data available,"1. Open cost.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,High,"{""service"": ""VM"", ""region"": ""eastus"", ""iam_role"": ""Tester""}"
AZU-COS-00006,Azure,cost,cost,DevOps,Deploy -> Scale -> Observe -> Rollback,Integration,Delete Azure cost,Azure access and test data available,"1. Open cost.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,High,"{""service"": ""VM"", ""region"": ""eastus"", ""iam_role"": ""Tester""}"
AZU-COS-00007,Azure,cost,cost,Platform,Deploy -> Scale -> Observe -> Rollback,Regression,Delete Azure cost,Azure access and test data available,"1. Open cost.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Low,"{""service"": ""VM"", ""region"": ""eastus"", ""iam_role"": ""Tester""}"
AZU-COS-00008,Azure,cost,cost,Security,Create -> Protect -> Audit -> Report,Security,Archive Azure cost,Azure access and test data available,"1. Open cost.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,High,"{""service"": ""VM"", ""region"": ""eastus"", ""iam_role"": ""Tester""}"
AZU-COS-00009,Azure,cost,cost,Security,Create -> Protect -> Audit -> Report,Integration,Escalate Azure cost,Azure access and test data available,"1. Open cost.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,High,"{""service"": ""VM"", ""region"": ""eastus"", ""iam_role"": ""Tester""}"
AZU-COS-00010,Azure,cost,cost,Platform,Create -> Protect -> Audit -> Report,Accessibility,Submit Azure cost,Azure access and test data available,"1. Open cost.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,High,"{""service"": ""VM"", ""region"": ""eastus"", ""iam_role"": ""Tester""}"
