Test Case ID,Product,Folder,Scenario,Preconditions,Steps,Expected Result,Priority
TAB-SER-00001,Tableau,server,Clone Tableau server,Tableau test data ready,Create record > route approval > verify status,Success,Medium
TAB-SER-00002,Tableau,server,Create Tableau server,Tableau test data ready,Submit transaction > sync system > reconcile report,Success,High
TAB-SER-00003,Tableau,server,Approve Tableau server,Tableau test data ready,Open module > perform action > validate result,Success,Low
TAB-SER-00004,Tableau,server,Search Tableau server,Tableau test data ready,Initiate integration > check queue > confirm completion,Success,Low
TAB-SER-00005,Tableau,server,Route Tableau server,Tableau test data ready,Open module > perform action > validate result,Success,Low
TAB-SER-00006,Tableau,server,Reject Tableau server,Tableau test data ready,Submit transaction > sync system > reconcile report,Success,High
TAB-SER-00007,Tableau,server,Delete Tableau server,Tableau test data ready,Open module > perform action > validate result,Success,High
TAB-SER-00008,Tableau,server,Search Tableau server,Tableau test data ready,Initiate integration > check queue > confirm completion,Success,Medium
TAB-SER-00009,Tableau,server,Create Tableau server,Tableau test data ready,Open module > perform action > validate result,Success,High
TAB-SER-00010,Tableau,server,Reject Tableau server,Tableau test data ready,Create record > route approval > verify status,Success,High
TAB-SER-00011,Tableau,server,Clone Tableau server,Tableau test data ready,Open module > perform action > validate result,Success,Medium
TAB-SER-00012,Tableau,server,Search Tableau server,Tableau test data ready,Create record > route approval > verify status,Success,Medium
TAB-SER-00013,Tableau,server,Archive Tableau server,Tableau test data ready,Initiate integration > check queue > confirm completion,Success,Medium
TAB-SER-00014,Tableau,server,Clone Tableau server,Tableau test data ready,Create record > route approval > verify status,Success,Medium
TAB-SER-00015,Tableau,server,Edit Tableau server,Tableau test data ready,Create record > route approval > verify status,Success,High
TAB-SER-00016,Tableau,server,Clone Tableau server,Tableau test data ready,Submit transaction > sync system > reconcile report,Success,Medium
TAB-SER-00017,Tableau,server,Escalate Tableau server,Tableau test data ready,Initiate integration > check queue > confirm completion,Success,Medium
TAB-SER-00018,Tableau,server,Edit Tableau server,Tableau test data ready,Submit transaction > sync system > reconcile report,Success,Low
TAB-SER-00019,Tableau,server,Clone Tableau server,Tableau test data ready,Submit transaction > sync system > reconcile report,Success,High
TAB-SER-00020,Tableau,server,Clone Tableau server,Tableau test data ready,Submit transaction > sync system > reconcile report,Success,Medium
TAB-SER-00021,Tableau,server,Restore Tableau server,Tableau test data ready,Initiate integration > check queue > confirm completion,Success,High
TAB-SER-00022,Tableau,server,Delete Tableau server,Tableau test data ready,Initiate integration > check queue > confirm completion,Success,Medium
TAB-SER-00023,Tableau,server,Archive Tableau server,Tableau test data ready,Initiate integration > check queue > confirm completion,Success,Low
TAB-SER-00024,Tableau,server,Reject Tableau server,Tableau test data ready,Initiate integration > check queue > confirm completion,Success,Medium
TAB-SER-00025,Tableau,server,Clone Tableau server,Tableau test data ready,Submit transaction > sync system > reconcile report,Success,High
TAB-SER-00026,Tableau,server,Restore Tableau server,Tableau test data ready,Submit transaction > sync system > reconcile report,Success,Medium
TAB-SER-00027,Tableau,server,Reject Tableau server,Tableau test data ready,Open module > perform action > validate result,Success,High
TAB-SER-00028,Tableau,server,Create Tableau server,Tableau test data ready,Create record > route approval > verify status,Success,High
TAB-SER-00029,Tableau,server,Approve Tableau server,Tableau test data ready,Submit transaction > sync system > reconcile report,Success,Low
TAB-SER-00030,Tableau,server,Delete Tableau server,Tableau test data ready,Open module > perform action > validate result,Success,High
