Test Case ID,Product,Folder,Capability,Domain,Flow,Test Type,Scenario,Preconditions,Steps,Expected Result,Priority,Sample Data
AZU-SQL-00001,Azure,sql,sql,Data,Deploy -> Scale -> Observe -> Rollback,Accessibility,Validate Azure sql,Azure access and test data available,"1. Open sql.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Medium,"{""service"": ""VM"", ""region"": ""eastus"", ""iam_role"": ""Tester""}"
AZU-SQL-00002,Azure,sql,sql,Platform,Provision -> Validate -> Monitor -> Remediate,UI,Update Azure sql,Azure access and test data available,"1. Open sql.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Low,"{""service"": ""VM"", ""region"": ""eastus"", ""iam_role"": ""Tester""}"
AZU-SQL-00003,Azure,sql,sql,Security,Deploy -> Scale -> Observe -> Rollback,Integration,Search Azure sql,Azure access and test data available,"1. Open sql.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Medium,"{""service"": ""VM"", ""region"": ""eastus"", ""iam_role"": ""Tester""}"
AZU-SQL-00004,Azure,sql,sql,Security,Deploy -> Scale -> Observe -> Rollback,Regression,Clone Azure sql,Azure access and test data available,"1. Open sql.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,High,"{""service"": ""VM"", ""region"": ""eastus"", ""iam_role"": ""Tester""}"
AZU-SQL-00005,Azure,sql,sql,Platform,Create -> Protect -> Audit -> Report,Functional,Validate Azure sql,Azure access and test data available,"1. Open sql.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,High,"{""service"": ""VM"", ""region"": ""eastus"", ""iam_role"": ""Tester""}"
AZU-SQL-00006,Azure,sql,sql,DevOps,Deploy -> Scale -> Observe -> Rollback,Security,Restore Azure sql,Azure access and test data available,"1. Open sql.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Medium,"{""service"": ""VM"", ""region"": ""eastus"", ""iam_role"": ""Tester""}"
AZU-SQL-00007,Azure,sql,sql,DevOps,Provision -> Validate -> Monitor -> Remediate,Accessibility,Submit Azure sql,Azure access and test data available,"1. Open sql.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Medium,"{""service"": ""VM"", ""region"": ""eastus"", ""iam_role"": ""Tester""}"
AZU-SQL-00008,Azure,sql,sql,Data,Create -> Protect -> Audit -> Report,Accessibility,Reject Azure sql,Azure access and test data available,"1. Open sql.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,High,"{""service"": ""VM"", ""region"": ""eastus"", ""iam_role"": ""Tester""}"
AZU-SQL-00009,Azure,sql,sql,Platform,Create -> Protect -> Audit -> Report,Integration,Validate Azure sql,Azure access and test data available,"1. Open sql.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Medium,"{""service"": ""VM"", ""region"": ""eastus"", ""iam_role"": ""Tester""}"
AZU-SQL-00010,Azure,sql,sql,DevOps,Provision -> Validate -> Monitor -> Remediate,Regression,Reject Azure sql,Azure access and test data available,"1. Open sql.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Medium,"{""service"": ""VM"", ""region"": ""eastus"", ""iam_role"": ""Tester""}"
