Test Case ID,Product,Folder,Scenario,Preconditions,Steps,Expected Result,Priority
IBM-WOR-00001,IBMMaximo,work_management,Approve IBMMaximo work_management,IBMMaximo test data ready,Submit transaction > sync system > reconcile report,Success,High
IBM-WOR-00002,IBMMaximo,work_management,Escalate IBMMaximo work_management,IBMMaximo test data ready,Initiate integration > check queue > confirm completion,Success,Low
IBM-WOR-00003,IBMMaximo,work_management,Restore IBMMaximo work_management,IBMMaximo test data ready,Initiate integration > check queue > confirm completion,Success,Low
IBM-WOR-00004,IBMMaximo,work_management,Search IBMMaximo work_management,IBMMaximo test data ready,Submit transaction > sync system > reconcile report,Success,Medium
IBM-WOR-00005,IBMMaximo,work_management,Approve IBMMaximo work_management,IBMMaximo test data ready,Initiate integration > check queue > confirm completion,Success,Low
IBM-WOR-00006,IBMMaximo,work_management,Submit IBMMaximo work_management,IBMMaximo test data ready,Submit transaction > sync system > reconcile report,Success,Medium
IBM-WOR-00007,IBMMaximo,work_management,Route IBMMaximo work_management,IBMMaximo test data ready,Initiate integration > check queue > confirm completion,Success,High
IBM-WOR-00008,IBMMaximo,work_management,Restore IBMMaximo work_management,IBMMaximo test data ready,Create record > route approval > verify status,Success,Medium
IBM-WOR-00009,IBMMaximo,work_management,Validate IBMMaximo work_management,IBMMaximo test data ready,Initiate integration > check queue > confirm completion,Success,Low
IBM-WOR-00010,IBMMaximo,work_management,Validate IBMMaximo work_management,IBMMaximo test data ready,Open module > perform action > validate result,Success,Medium
IBM-WOR-00011,IBMMaximo,work_management,Search IBMMaximo work_management,IBMMaximo test data ready,Initiate integration > check queue > confirm completion,Success,High
IBM-WOR-00012,IBMMaximo,work_management,Update IBMMaximo work_management,IBMMaximo test data ready,Open module > perform action > validate result,Success,High
IBM-WOR-00013,IBMMaximo,work_management,Delete IBMMaximo work_management,IBMMaximo test data ready,Create record > route approval > verify status,Success,High
IBM-WOR-00014,IBMMaximo,work_management,Archive IBMMaximo work_management,IBMMaximo test data ready,Open module > perform action > validate result,Success,High
IBM-WOR-00015,IBMMaximo,work_management,Create IBMMaximo work_management,IBMMaximo test data ready,Open module > perform action > validate result,Success,High
IBM-WOR-00016,IBMMaximo,work_management,Clone IBMMaximo work_management,IBMMaximo test data ready,Submit transaction > sync system > reconcile report,Success,High
IBM-WOR-00017,IBMMaximo,work_management,Submit IBMMaximo work_management,IBMMaximo test data ready,Initiate integration > check queue > confirm completion,Success,Low
IBM-WOR-00018,IBMMaximo,work_management,Search IBMMaximo work_management,IBMMaximo test data ready,Submit transaction > sync system > reconcile report,Success,Medium
IBM-WOR-00019,IBMMaximo,work_management,Search IBMMaximo work_management,IBMMaximo test data ready,Create record > route approval > verify status,Success,High
IBM-WOR-00020,IBMMaximo,work_management,Update IBMMaximo work_management,IBMMaximo test data ready,Initiate integration > check queue > confirm completion,Success,Low
IBM-WOR-00021,IBMMaximo,work_management,Delete IBMMaximo work_management,IBMMaximo test data ready,Initiate integration > check queue > confirm completion,Success,Medium
IBM-WOR-00022,IBMMaximo,work_management,Update IBMMaximo work_management,IBMMaximo test data ready,Open module > perform action > validate result,Success,High
IBM-WOR-00023,IBMMaximo,work_management,Archive IBMMaximo work_management,IBMMaximo test data ready,Open module > perform action > validate result,Success,Medium
IBM-WOR-00024,IBMMaximo,work_management,Route IBMMaximo work_management,IBMMaximo test data ready,Initiate integration > check queue > confirm completion,Success,Medium
IBM-WOR-00025,IBMMaximo,work_management,Edit IBMMaximo work_management,IBMMaximo test data ready,Open module > perform action > validate result,Success,Low
