Test Case ID,Product,Folder,Scenario,Preconditions,Steps,Expected Result,Priority
JIR-BOA-00001,Jira,boards,Delete Jira boards,Jira test data ready,Create record > route approval > verify status,Success,High
JIR-BOA-00002,Jira,boards,Reject Jira boards,Jira test data ready,Create record > route approval > verify status,Success,Medium
JIR-BOA-00003,Jira,boards,Clone Jira boards,Jira test data ready,Initiate integration > check queue > confirm completion,Success,Low
JIR-BOA-00004,Jira,boards,Submit Jira boards,Jira test data ready,Create record > route approval > verify status,Success,Medium
JIR-BOA-00005,Jira,boards,Search Jira boards,Jira test data ready,Submit transaction > sync system > reconcile report,Success,High
JIR-BOA-00006,Jira,boards,Archive Jira boards,Jira test data ready,Open module > perform action > validate result,Success,Medium
JIR-BOA-00007,Jira,boards,Edit Jira boards,Jira test data ready,Initiate integration > check queue > confirm completion,Success,Medium
JIR-BOA-00008,Jira,boards,Delete Jira boards,Jira test data ready,Create record > route approval > verify status,Success,High
JIR-BOA-00009,Jira,boards,Delete Jira boards,Jira test data ready,Initiate integration > check queue > confirm completion,Success,Medium
JIR-BOA-00010,Jira,boards,Search Jira boards,Jira test data ready,Initiate integration > check queue > confirm completion,Success,High
JIR-BOA-00011,Jira,boards,Search Jira boards,Jira test data ready,Open module > perform action > validate result,Success,High
JIR-BOA-00012,Jira,boards,Clone Jira boards,Jira test data ready,Initiate integration > check queue > confirm completion,Success,Low
JIR-BOA-00013,Jira,boards,Route Jira boards,Jira test data ready,Create record > route approval > verify status,Success,High
JIR-BOA-00014,Jira,boards,Restore Jira boards,Jira test data ready,Submit transaction > sync system > reconcile report,Success,High
JIR-BOA-00015,Jira,boards,Update Jira boards,Jira test data ready,Initiate integration > check queue > confirm completion,Success,Medium
JIR-BOA-00016,Jira,boards,Restore Jira boards,Jira test data ready,Create record > route approval > verify status,Success,Low
JIR-BOA-00017,Jira,boards,Archive Jira boards,Jira test data ready,Open module > perform action > validate result,Success,Low
JIR-BOA-00018,Jira,boards,Route Jira boards,Jira test data ready,Initiate integration > check queue > confirm completion,Success,Medium
JIR-BOA-00019,Jira,boards,Edit Jira boards,Jira test data ready,Submit transaction > sync system > reconcile report,Success,Medium
JIR-BOA-00020,Jira,boards,Validate Jira boards,Jira test data ready,Create record > route approval > verify status,Success,Low
JIR-BOA-00021,Jira,boards,Delete Jira boards,Jira test data ready,Submit transaction > sync system > reconcile report,Success,Medium
JIR-BOA-00022,Jira,boards,Delete Jira boards,Jira test data ready,Initiate integration > check queue > confirm completion,Success,High
JIR-BOA-00023,Jira,boards,Validate Jira boards,Jira test data ready,Submit transaction > sync system > reconcile report,Success,Medium
JIR-BOA-00024,Jira,boards,Create Jira boards,Jira test data ready,Submit transaction > sync system > reconcile report,Success,Medium
JIR-BOA-00025,Jira,boards,Submit Jira boards,Jira test data ready,Initiate integration > check queue > confirm completion,Success,Low
JIR-BOA-00026,Jira,boards,Edit Jira boards,Jira test data ready,Open module > perform action > validate result,Success,Medium
JIR-BOA-00027,Jira,boards,Delete Jira boards,Jira test data ready,Initiate integration > check queue > confirm completion,Success,Medium
JIR-BOA-00028,Jira,boards,Reject Jira boards,Jira test data ready,Create record > route approval > verify status,Success,Medium
JIR-BOA-00029,Jira,boards,Submit Jira boards,Jira test data ready,Submit transaction > sync system > reconcile report,Success,High
JIR-BOA-00030,Jira,boards,Validate Jira boards,Jira test data ready,Submit transaction > sync system > reconcile report,Success,Medium
JIR-BOA-00031,Jira,boards,Archive Jira boards,Jira test data ready,Open module > perform action > validate result,Success,Medium
JIR-BOA-00032,Jira,boards,Update Jira boards,Jira test data ready,Open module > perform action > validate result,Success,Low
JIR-BOA-00033,Jira,boards,Edit Jira boards,Jira test data ready,Initiate integration > check queue > confirm completion,Success,Medium
JIR-BOA-00034,Jira,boards,Edit Jira boards,Jira test data ready,Initiate integration > check queue > confirm completion,Success,High
JIR-BOA-00035,Jira,boards,Create Jira boards,Jira test data ready,Create record > route approval > verify status,Success,Medium
JIR-BOA-00036,Jira,boards,Search Jira boards,Jira test data ready,Create record > route approval > verify status,Success,Low
JIR-BOA-00037,Jira,boards,Restore Jira boards,Jira test data ready,Create record > route approval > verify status,Success,High
JIR-BOA-00038,Jira,boards,Update Jira boards,Jira test data ready,Initiate integration > check queue > confirm completion,Success,Low
JIR-BOA-00039,Jira,boards,Clone Jira boards,Jira test data ready,Open module > perform action > validate result,Success,Low
JIR-BOA-00040,Jira,boards,Approve Jira boards,Jira test data ready,Open module > perform action > validate result,Success,Low
JIR-BOA-00041,Jira,boards,Reject Jira boards,Jira test data ready,Create record > route approval > verify status,Success,Medium
JIR-BOA-00042,Jira,boards,Reject Jira boards,Jira test data ready,Initiate integration > check queue > confirm completion,Success,Low
JIR-BOA-00043,Jira,boards,Clone Jira boards,Jira test data ready,Initiate integration > check queue > confirm completion,Success,High
JIR-BOA-00044,Jira,boards,Clone Jira boards,Jira test data ready,Open module > perform action > validate result,Success,Medium
JIR-BOA-00045,Jira,boards,Update Jira boards,Jira test data ready,Open module > perform action > validate result,Success,High
JIR-BOA-00046,Jira,boards,Submit Jira boards,Jira test data ready,Initiate integration > check queue > confirm completion,Success,Medium
JIR-BOA-00047,Jira,boards,Escalate Jira boards,Jira test data ready,Create record > route approval > verify status,Success,Low
JIR-BOA-00048,Jira,boards,Delete Jira boards,Jira test data ready,Initiate integration > check queue > confirm completion,Success,Medium
JIR-BOA-00049,Jira,boards,Edit Jira boards,Jira test data ready,Initiate integration > check queue > confirm completion,Success,High
JIR-BOA-00050,Jira,boards,Delete Jira boards,Jira test data ready,Open module > perform action > validate result,Success,High
JIR-BOA-00051,Jira,boards,Create Jira boards,Jira test data ready,Create record > route approval > verify status,Success,High
JIR-BOA-00052,Jira,boards,Submit Jira boards,Jira test data ready,Initiate integration > check queue > confirm completion,Success,Medium
JIR-BOA-00053,Jira,boards,Approve Jira boards,Jira test data ready,Initiate integration > check queue > confirm completion,Success,High
JIR-BOA-00054,Jira,boards,Approve Jira boards,Jira test data ready,Open module > perform action > validate result,Success,Low
JIR-BOA-00055,Jira,boards,Search Jira boards,Jira test data ready,Submit transaction > sync system > reconcile report,Success,Medium
JIR-BOA-00056,Jira,boards,Restore Jira boards,Jira test data ready,Open module > perform action > validate result,Success,High
JIR-BOA-00057,Jira,boards,Update Jira boards,Jira test data ready,Open module > perform action > validate result,Success,High
JIR-BOA-00058,Jira,boards,Route Jira boards,Jira test data ready,Initiate integration > check queue > confirm completion,Success,Medium
JIR-BOA-00059,Jira,boards,Archive Jira boards,Jira test data ready,Initiate integration > check queue > confirm completion,Success,Low
JIR-BOA-00060,Jira,boards,Restore Jira boards,Jira test data ready,Open module > perform action > validate result,Success,Medium
JIR-BOA-00061,Jira,boards,Archive Jira boards,Jira test data ready,Initiate integration > check queue > confirm completion,Success,Low
JIR-BOA-00062,Jira,boards,Escalate Jira boards,Jira test data ready,Open module > perform action > validate result,Success,High
JIR-BOA-00063,Jira,boards,Archive Jira boards,Jira test data ready,Create record > route approval > verify status,Success,High
JIR-BOA-00064,Jira,boards,Search Jira boards,Jira test data ready,Initiate integration > check queue > confirm completion,Success,Low
JIR-BOA-00065,Jira,boards,Approve Jira boards,Jira test data ready,Create record > route approval > verify status,Success,Low
JIR-BOA-00066,Jira,boards,Clone Jira boards,Jira test data ready,Submit transaction > sync system > reconcile report,Success,Low
JIR-BOA-00067,Jira,boards,Escalate Jira boards,Jira test data ready,Create record > route approval > verify status,Success,Low
JIR-BOA-00068,Jira,boards,Update Jira boards,Jira test data ready,Create record > route approval > verify status,Success,High
JIR-BOA-00069,Jira,boards,Route Jira boards,Jira test data ready,Create record > route approval > verify status,Success,High
JIR-BOA-00070,Jira,boards,Delete Jira boards,Jira test data ready,Open module > perform action > validate result,Success,Medium
JIR-BOA-00071,Jira,boards,Submit Jira boards,Jira test data ready,Submit transaction > sync system > reconcile report,Success,High
JIR-BOA-00072,Jira,boards,Route Jira boards,Jira test data ready,Create record > route approval > verify status,Success,Low
JIR-BOA-00073,Jira,boards,Submit Jira boards,Jira test data ready,Open module > perform action > validate result,Success,Low
JIR-BOA-00074,Jira,boards,Edit Jira boards,Jira test data ready,Open module > perform action > validate result,Success,High
JIR-BOA-00075,Jira,boards,Submit Jira boards,Jira test data ready,Initiate integration > check queue > confirm completion,Success,Low
JIR-BOA-00076,Jira,boards,Create Jira boards,Jira test data ready,Initiate integration > check queue > confirm completion,Success,High
JIR-BOA-00077,Jira,boards,Validate Jira boards,Jira test data ready,Create record > route approval > verify status,Success,High
JIR-BOA-00078,Jira,boards,Restore Jira boards,Jira test data ready,Submit transaction > sync system > reconcile report,Success,High
JIR-BOA-00079,Jira,boards,Submit Jira boards,Jira test data ready,Submit transaction > sync system > reconcile report,Success,Medium
JIR-BOA-00080,Jira,boards,Edit Jira boards,Jira test data ready,Initiate integration > check queue > confirm completion,Success,Medium
JIR-BOA-00081,Jira,boards,Create Jira boards,Jira test data ready,Submit transaction > sync system > reconcile report,Success,Low
JIR-BOA-00082,Jira,boards,Search Jira boards,Jira test data ready,Initiate integration > check queue > confirm completion,Success,High
JIR-BOA-00083,Jira,boards,Submit Jira boards,Jira test data ready,Open module > perform action > validate result,Success,Low
JIR-BOA-00084,Jira,boards,Create Jira boards,Jira test data ready,Submit transaction > sync system > reconcile report,Success,High
JIR-BOA-00085,Jira,boards,Search Jira boards,Jira test data ready,Initiate integration > check queue > confirm completion,Success,Medium
JIR-BOA-00086,Jira,boards,Search Jira boards,Jira test data ready,Initiate integration > check queue > confirm completion,Success,Low
JIR-BOA-00087,Jira,boards,Reject Jira boards,Jira test data ready,Submit transaction > sync system > reconcile report,Success,Low
JIR-BOA-00088,Jira,boards,Edit Jira boards,Jira test data ready,Submit transaction > sync system > reconcile report,Success,Low
JIR-BOA-00089,Jira,boards,Escalate Jira boards,Jira test data ready,Open module > perform action > validate result,Success,High
JIR-BOA-00090,Jira,boards,Restore Jira boards,Jira test data ready,Initiate integration > check queue > confirm completion,Success,High
JIR-BOA-00091,Jira,boards,Validate Jira boards,Jira test data ready,Initiate integration > check queue > confirm completion,Success,High
JIR-BOA-00092,Jira,boards,Edit Jira boards,Jira test data ready,Submit transaction > sync system > reconcile report,Success,Medium
JIR-BOA-00093,Jira,boards,Edit Jira boards,Jira test data ready,Open module > perform action > validate result,Success,Low
JIR-BOA-00094,Jira,boards,Reject Jira boards,Jira test data ready,Initiate integration > check queue > confirm completion,Success,Low
JIR-BOA-00095,Jira,boards,Create Jira boards,Jira test data ready,Initiate integration > check queue > confirm completion,Success,Low
JIR-BOA-00096,Jira,boards,Archive Jira boards,Jira test data ready,Submit transaction > sync system > reconcile report,Success,Medium
JIR-BOA-00097,Jira,boards,Create Jira boards,Jira test data ready,Initiate integration > check queue > confirm completion,Success,Low
JIR-BOA-00098,Jira,boards,Search Jira boards,Jira test data ready,Initiate integration > check queue > confirm completion,Success,Low
JIR-BOA-00099,Jira,boards,Clone Jira boards,Jira test data ready,Create record > route approval > verify status,Success,High
JIR-BOA-00100,Jira,boards,Archive Jira boards,Jira test data ready,Create record > route approval > verify status,Success,Medium
JIR-BOA-00101,Jira,boards,Restore Jira boards,Jira test data ready,Open module > perform action > validate result,Success,High
