Test Case ID,Product,Folder,Scenario,Preconditions,Steps,Expected Result,Priority
DYN-CUS-00001,Dynamics365,customer_service,Clone Dynamics365 customer_service,Dynamics365 test data ready,Create record > route approval > verify status,Success,Medium
DYN-CUS-00002,Dynamics365,customer_service,Restore Dynamics365 customer_service,Dynamics365 test data ready,Submit transaction > sync system > reconcile report,Success,High
DYN-CUS-00003,Dynamics365,customer_service,Search Dynamics365 customer_service,Dynamics365 test data ready,Open module > perform action > validate result,Success,Low
DYN-CUS-00004,Dynamics365,customer_service,Escalate Dynamics365 customer_service,Dynamics365 test data ready,Submit transaction > sync system > reconcile report,Success,Low
DYN-CUS-00005,Dynamics365,customer_service,Submit Dynamics365 customer_service,Dynamics365 test data ready,Initiate integration > check queue > confirm completion,Success,Low
DYN-CUS-00006,Dynamics365,customer_service,Validate Dynamics365 customer_service,Dynamics365 test data ready,Create record > route approval > verify status,Success,High
DYN-CUS-00007,Dynamics365,customer_service,Clone Dynamics365 customer_service,Dynamics365 test data ready,Open module > perform action > validate result,Success,Medium
DYN-CUS-00008,Dynamics365,customer_service,Submit Dynamics365 customer_service,Dynamics365 test data ready,Open module > perform action > validate result,Success,Low
DYN-CUS-00009,Dynamics365,customer_service,Edit Dynamics365 customer_service,Dynamics365 test data ready,Create record > route approval > verify status,Success,Low
DYN-CUS-00010,Dynamics365,customer_service,Update Dynamics365 customer_service,Dynamics365 test data ready,Create record > route approval > verify status,Success,Medium
DYN-CUS-00011,Dynamics365,customer_service,Escalate Dynamics365 customer_service,Dynamics365 test data ready,Open module > perform action > validate result,Success,High
DYN-CUS-00012,Dynamics365,customer_service,Delete Dynamics365 customer_service,Dynamics365 test data ready,Initiate integration > check queue > confirm completion,Success,Low
DYN-CUS-00013,Dynamics365,customer_service,Reject Dynamics365 customer_service,Dynamics365 test data ready,Submit transaction > sync system > reconcile report,Success,High
DYN-CUS-00014,Dynamics365,customer_service,Restore Dynamics365 customer_service,Dynamics365 test data ready,Initiate integration > check queue > confirm completion,Success,Low
DYN-CUS-00015,Dynamics365,customer_service,Edit Dynamics365 customer_service,Dynamics365 test data ready,Submit transaction > sync system > reconcile report,Success,Medium
DYN-CUS-00016,Dynamics365,customer_service,Submit Dynamics365 customer_service,Dynamics365 test data ready,Open module > perform action > validate result,Success,High
DYN-CUS-00017,Dynamics365,customer_service,Escalate Dynamics365 customer_service,Dynamics365 test data ready,Initiate integration > check queue > confirm completion,Success,Medium
DYN-CUS-00018,Dynamics365,customer_service,Archive Dynamics365 customer_service,Dynamics365 test data ready,Create record > route approval > verify status,Success,Low
DYN-CUS-00019,Dynamics365,customer_service,Escalate Dynamics365 customer_service,Dynamics365 test data ready,Submit transaction > sync system > reconcile report,Success,Medium
DYN-CUS-00020,Dynamics365,customer_service,Route Dynamics365 customer_service,Dynamics365 test data ready,Create record > route approval > verify status,Success,Medium
DYN-CUS-00021,Dynamics365,customer_service,Create Dynamics365 customer_service,Dynamics365 test data ready,Open module > perform action > validate result,Success,Medium
DYN-CUS-00022,Dynamics365,customer_service,Create Dynamics365 customer_service,Dynamics365 test data ready,Open module > perform action > validate result,Success,High
DYN-CUS-00023,Dynamics365,customer_service,Delete Dynamics365 customer_service,Dynamics365 test data ready,Initiate integration > check queue > confirm completion,Success,Low
DYN-CUS-00024,Dynamics365,customer_service,Delete Dynamics365 customer_service,Dynamics365 test data ready,Create record > route approval > verify status,Success,Medium
DYN-CUS-00025,Dynamics365,customer_service,Approve Dynamics365 customer_service,Dynamics365 test data ready,Initiate integration > check queue > confirm completion,Success,Low
DYN-CUS-00026,Dynamics365,customer_service,Search Dynamics365 customer_service,Dynamics365 test data ready,Initiate integration > check queue > confirm completion,Success,Medium
DYN-CUS-00027,Dynamics365,customer_service,Update Dynamics365 customer_service,Dynamics365 test data ready,Create record > route approval > verify status,Success,Low
DYN-CUS-00028,Dynamics365,customer_service,Search Dynamics365 customer_service,Dynamics365 test data ready,Submit transaction > sync system > reconcile report,Success,High
DYN-CUS-00029,Dynamics365,customer_service,Search Dynamics365 customer_service,Dynamics365 test data ready,Initiate integration > check queue > confirm completion,Success,Medium
DYN-CUS-00030,Dynamics365,customer_service,Reject Dynamics365 customer_service,Dynamics365 test data ready,Open module > perform action > validate result,Success,Low
DYN-CUS-00031,Dynamics365,customer_service,Reject Dynamics365 customer_service,Dynamics365 test data ready,Submit transaction > sync system > reconcile report,Success,Medium
DYN-CUS-00032,Dynamics365,customer_service,Clone Dynamics365 customer_service,Dynamics365 test data ready,Submit transaction > sync system > reconcile report,Success,Low
DYN-CUS-00033,Dynamics365,customer_service,Archive Dynamics365 customer_service,Dynamics365 test data ready,Submit transaction > sync system > reconcile report,Success,Medium
DYN-CUS-00034,Dynamics365,customer_service,Update Dynamics365 customer_service,Dynamics365 test data ready,Submit transaction > sync system > reconcile report,Success,Low
DYN-CUS-00035,Dynamics365,customer_service,Validate Dynamics365 customer_service,Dynamics365 test data ready,Submit transaction > sync system > reconcile report,Success,Low
DYN-CUS-00036,Dynamics365,customer_service,Archive Dynamics365 customer_service,Dynamics365 test data ready,Submit transaction > sync system > reconcile report,Success,Low
DYN-CUS-00037,Dynamics365,customer_service,Reject Dynamics365 customer_service,Dynamics365 test data ready,Create record > route approval > verify status,Success,High
DYN-CUS-00038,Dynamics365,customer_service,Edit Dynamics365 customer_service,Dynamics365 test data ready,Create record > route approval > verify status,Success,High
DYN-CUS-00039,Dynamics365,customer_service,Escalate Dynamics365 customer_service,Dynamics365 test data ready,Initiate integration > check queue > confirm completion,Success,Medium
DYN-CUS-00040,Dynamics365,customer_service,Route Dynamics365 customer_service,Dynamics365 test data ready,Open module > perform action > validate result,Success,Low
DYN-CUS-00041,Dynamics365,customer_service,Escalate Dynamics365 customer_service,Dynamics365 test data ready,Initiate integration > check queue > confirm completion,Success,Low
DYN-CUS-00042,Dynamics365,customer_service,Submit Dynamics365 customer_service,Dynamics365 test data ready,Create record > route approval > verify status,Success,High
DYN-CUS-00043,Dynamics365,customer_service,Validate Dynamics365 customer_service,Dynamics365 test data ready,Create record > route approval > verify status,Success,High
DYN-CUS-00044,Dynamics365,customer_service,Reject Dynamics365 customer_service,Dynamics365 test data ready,Create record > route approval > verify status,Success,Medium
DYN-CUS-00045,Dynamics365,customer_service,Approve Dynamics365 customer_service,Dynamics365 test data ready,Submit transaction > sync system > reconcile report,Success,Low
DYN-CUS-00046,Dynamics365,customer_service,Update Dynamics365 customer_service,Dynamics365 test data ready,Open module > perform action > validate result,Success,Low
DYN-CUS-00047,Dynamics365,customer_service,Restore Dynamics365 customer_service,Dynamics365 test data ready,Create record > route approval > verify status,Success,Low
DYN-CUS-00048,Dynamics365,customer_service,Clone Dynamics365 customer_service,Dynamics365 test data ready,Open module > perform action > validate result,Success,Medium
DYN-CUS-00049,Dynamics365,customer_service,Update Dynamics365 customer_service,Dynamics365 test data ready,Open module > perform action > validate result,Success,High
DYN-CUS-00050,Dynamics365,customer_service,Delete Dynamics365 customer_service,Dynamics365 test data ready,Submit transaction > sync system > reconcile report,Success,Medium
DYN-CUS-00051,Dynamics365,customer_service,Escalate Dynamics365 customer_service,Dynamics365 test data ready,Submit transaction > sync system > reconcile report,Success,Medium
DYN-CUS-00052,Dynamics365,customer_service,Delete Dynamics365 customer_service,Dynamics365 test data ready,Open module > perform action > validate result,Success,Medium
DYN-CUS-00053,Dynamics365,customer_service,Route Dynamics365 customer_service,Dynamics365 test data ready,Initiate integration > check queue > confirm completion,Success,Low
DYN-CUS-00054,Dynamics365,customer_service,Reject Dynamics365 customer_service,Dynamics365 test data ready,Initiate integration > check queue > confirm completion,Success,High
DYN-CUS-00055,Dynamics365,customer_service,Create Dynamics365 customer_service,Dynamics365 test data ready,Submit transaction > sync system > reconcile report,Success,Low
DYN-CUS-00056,Dynamics365,customer_service,Submit Dynamics365 customer_service,Dynamics365 test data ready,Initiate integration > check queue > confirm completion,Success,High
DYN-CUS-00057,Dynamics365,customer_service,Escalate Dynamics365 customer_service,Dynamics365 test data ready,Submit transaction > sync system > reconcile report,Success,Medium
DYN-CUS-00058,Dynamics365,customer_service,Reject Dynamics365 customer_service,Dynamics365 test data ready,Initiate integration > check queue > confirm completion,Success,Medium
DYN-CUS-00059,Dynamics365,customer_service,Route Dynamics365 customer_service,Dynamics365 test data ready,Submit transaction > sync system > reconcile report,Success,High
DYN-CUS-00060,Dynamics365,customer_service,Search Dynamics365 customer_service,Dynamics365 test data ready,Submit transaction > sync system > reconcile report,Success,Medium
DYN-CUS-00061,Dynamics365,customer_service,Create Dynamics365 customer_service,Dynamics365 test data ready,Submit transaction > sync system > reconcile report,Success,Low
DYN-CUS-00062,Dynamics365,customer_service,Edit Dynamics365 customer_service,Dynamics365 test data ready,Open module > perform action > validate result,Success,Low
DYN-CUS-00063,Dynamics365,customer_service,Search Dynamics365 customer_service,Dynamics365 test data ready,Create record > route approval > verify status,Success,High
DYN-CUS-00064,Dynamics365,customer_service,Create Dynamics365 customer_service,Dynamics365 test data ready,Submit transaction > sync system > reconcile report,Success,High
DYN-CUS-00065,Dynamics365,customer_service,Delete Dynamics365 customer_service,Dynamics365 test data ready,Submit transaction > sync system > reconcile report,Success,Medium
DYN-CUS-00066,Dynamics365,customer_service,Edit Dynamics365 customer_service,Dynamics365 test data ready,Create record > route approval > verify status,Success,Low
DYN-CUS-00067,Dynamics365,customer_service,Delete Dynamics365 customer_service,Dynamics365 test data ready,Initiate integration > check queue > confirm completion,Success,Medium
DYN-CUS-00068,Dynamics365,customer_service,Submit Dynamics365 customer_service,Dynamics365 test data ready,Submit transaction > sync system > reconcile report,Success,High
DYN-CUS-00069,Dynamics365,customer_service,Search Dynamics365 customer_service,Dynamics365 test data ready,Initiate integration > check queue > confirm completion,Success,Medium
DYN-CUS-00070,Dynamics365,customer_service,Update Dynamics365 customer_service,Dynamics365 test data ready,Submit transaction > sync system > reconcile report,Success,High
DYN-CUS-00071,Dynamics365,customer_service,Approve Dynamics365 customer_service,Dynamics365 test data ready,Create record > route approval > verify status,Success,Medium
