Test Case ID,Product,Folder,Capability,Domain,Flow,Test Type,Scenario,Preconditions,Steps,Expected Result,Priority,Sample Data
IOS-PRO-00001,iOS,profile,profile,Enterprise,Push -> Open -> Verify,Performance,Approve iOS profile,iOS access and test data available,"1. Open profile.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Low,"{""device"": ""iPhone 15"", ""os"": ""iOS 18"", ""network"": ""Wi-Fi""}"
IOS-PRO-00002,iOS,profile,profile,Consumer,Launch -> Authenticate -> Use -> Logout,Accessibility,Create iOS profile,iOS access and test data available,"1. Open profile.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Low,"{""device"": ""iPhone 15"", ""os"": ""iOS 18"", ""network"": ""Wi-Fi""}"
IOS-PRO-00003,iOS,profile,profile,Enterprise,Offline -> Sync -> Resolve,Regression,Escalate iOS profile,iOS access and test data available,"1. Open profile.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,High,"{""device"": ""iPhone 15"", ""os"": ""iOS 18"", ""network"": ""Wi-Fi""}"
IOS-PRO-00004,iOS,profile,profile,Healthcare,Push -> Open -> Verify,Security,Escalate iOS profile,iOS access and test data available,"1. Open profile.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Low,"{""device"": ""iPhone 15"", ""os"": ""iOS 18"", ""network"": ""Wi-Fi""}"
IOS-PRO-00005,iOS,profile,profile,Consumer,Push -> Open -> Verify,Integration,Archive iOS profile,iOS access and test data available,"1. Open profile.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,High,"{""device"": ""iPhone 15"", ""os"": ""iOS 18"", ""network"": ""Wi-Fi""}"
IOS-PRO-00006,iOS,profile,profile,Enterprise,Push -> Open -> Verify,Integration,Reject iOS profile,iOS access and test data available,"1. Open profile.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Medium,"{""device"": ""iPhone 15"", ""os"": ""iOS 18"", ""network"": ""Wi-Fi""}"
IOS-PRO-00007,iOS,profile,profile,Consumer,Offline -> Sync -> Resolve,Integration,Submit iOS profile,iOS access and test data available,"1. Open profile.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Low,"{""device"": ""iPhone 15"", ""os"": ""iOS 18"", ""network"": ""Wi-Fi""}"
IOS-PRO-00008,iOS,profile,profile,Consumer,Permission -> Action -> Persist,Accessibility,Archive iOS profile,iOS access and test data available,"1. Open profile.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Low,"{""device"": ""iPhone 15"", ""os"": ""iOS 18"", ""network"": ""Wi-Fi""}"
IOS-PRO-00009,iOS,profile,profile,Consumer,Permission -> Action -> Persist,Accessibility,Archive iOS profile,iOS access and test data available,"1. Open profile.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Medium,"{""device"": ""iPhone 15"", ""os"": ""iOS 18"", ""network"": ""Wi-Fi""}"
IOS-PRO-00010,iOS,profile,profile,Enterprise,Offline -> Sync -> Resolve,Regression,Submit iOS profile,iOS access and test data available,"1. Open profile.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Low,"{""device"": ""iPhone 15"", ""os"": ""iOS 18"", ""network"": ""Wi-Fi""}"
IOS-PRO-00011,iOS,profile,profile,Healthcare,Permission -> Action -> Persist,Security,Archive iOS profile,iOS access and test data available,"1. Open profile.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Medium,"{""device"": ""iPhone 15"", ""os"": ""iOS 18"", ""network"": ""Wi-Fi""}"
IOS-PRO-00012,iOS,profile,profile,FinTech,Launch -> Authenticate -> Use -> Logout,Accessibility,Edit iOS profile,iOS access and test data available,"1. Open profile.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,High,"{""device"": ""iPhone 15"", ""os"": ""iOS 18"", ""network"": ""Wi-Fi""}"
IOS-PRO-00013,iOS,profile,profile,Healthcare,Push -> Open -> Verify,Integration,Validate iOS profile,iOS access and test data available,"1. Open profile.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Low,"{""device"": ""iPhone 15"", ""os"": ""iOS 18"", ""network"": ""Wi-Fi""}"
IOS-PRO-00014,iOS,profile,profile,Enterprise,Push -> Open -> Verify,Regression,Submit iOS profile,iOS access and test data available,"1. Open profile.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Medium,"{""device"": ""iPhone 15"", ""os"": ""iOS 18"", ""network"": ""Wi-Fi""}"
IOS-PRO-00015,iOS,profile,profile,Healthcare,Permission -> Action -> Persist,Functional,Update iOS profile,iOS access and test data available,"1. Open profile.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Medium,"{""device"": ""iPhone 15"", ""os"": ""iOS 18"", ""network"": ""Wi-Fi""}"
IOS-PRO-00016,iOS,profile,profile,Enterprise,Push -> Open -> Verify,Accessibility,Submit iOS profile,iOS access and test data available,"1. Open profile.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Low,"{""device"": ""iPhone 15"", ""os"": ""iOS 18"", ""network"": ""Wi-Fi""}"
IOS-PRO-00017,iOS,profile,profile,FinTech,Launch -> Authenticate -> Use -> Logout,Performance,Validate iOS profile,iOS access and test data available,"1. Open profile.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,High,"{""device"": ""iPhone 15"", ""os"": ""iOS 18"", ""network"": ""Wi-Fi""}"
