Test Case ID,Product,Folder,Scenario,Preconditions,Steps,Expected Result,Priority
WOR-TAL-00001,Workday,talent,Delete Workday talent,Workday test data ready,Initiate integration > check queue > confirm completion,Success,High
WOR-TAL-00002,Workday,talent,Clone Workday talent,Workday test data ready,Open module > perform action > validate result,Success,Medium
WOR-TAL-00003,Workday,talent,Clone Workday talent,Workday test data ready,Submit transaction > sync system > reconcile report,Success,High
WOR-TAL-00004,Workday,talent,Route Workday talent,Workday test data ready,Submit transaction > sync system > reconcile report,Success,Medium
WOR-TAL-00005,Workday,talent,Delete Workday talent,Workday test data ready,Create record > route approval > verify status,Success,Low
WOR-TAL-00006,Workday,talent,Route Workday talent,Workday test data ready,Create record > route approval > verify status,Success,Low
WOR-TAL-00007,Workday,talent,Submit Workday talent,Workday test data ready,Submit transaction > sync system > reconcile report,Success,High
WOR-TAL-00008,Workday,talent,Submit Workday talent,Workday test data ready,Create record > route approval > verify status,Success,Low
WOR-TAL-00009,Workday,talent,Validate Workday talent,Workday test data ready,Initiate integration > check queue > confirm completion,Success,Low
WOR-TAL-00010,Workday,talent,Create Workday talent,Workday test data ready,Create record > route approval > verify status,Success,Medium
WOR-TAL-00011,Workday,talent,Approve Workday talent,Workday test data ready,Submit transaction > sync system > reconcile report,Success,High
WOR-TAL-00012,Workday,talent,Escalate Workday talent,Workday test data ready,Create record > route approval > verify status,Success,Low
WOR-TAL-00013,Workday,talent,Validate Workday talent,Workday test data ready,Create record > route approval > verify status,Success,Low
WOR-TAL-00014,Workday,talent,Reject Workday talent,Workday test data ready,Open module > perform action > validate result,Success,Low
WOR-TAL-00015,Workday,talent,Escalate Workday talent,Workday test data ready,Open module > perform action > validate result,Success,Medium
WOR-TAL-00016,Workday,talent,Archive Workday talent,Workday test data ready,Create record > route approval > verify status,Success,Medium
WOR-TAL-00017,Workday,talent,Validate Workday talent,Workday test data ready,Submit transaction > sync system > reconcile report,Success,Medium
WOR-TAL-00018,Workday,talent,Route Workday talent,Workday test data ready,Create record > route approval > verify status,Success,Low
WOR-TAL-00019,Workday,talent,Create Workday talent,Workday test data ready,Create record > route approval > verify status,Success,Medium
WOR-TAL-00020,Workday,talent,Create Workday talent,Workday test data ready,Open module > perform action > validate result,Success,Medium
WOR-TAL-00021,Workday,talent,Edit Workday talent,Workday test data ready,Create record > route approval > verify status,Success,Low
WOR-TAL-00022,Workday,talent,Edit Workday talent,Workday test data ready,Create record > route approval > verify status,Success,High
WOR-TAL-00023,Workday,talent,Edit Workday talent,Workday test data ready,Create record > route approval > verify status,Success,High
WOR-TAL-00024,Workday,talent,Validate Workday talent,Workday test data ready,Create record > route approval > verify status,Success,High
WOR-TAL-00025,Workday,talent,Escalate Workday talent,Workday test data ready,Initiate integration > check queue > confirm completion,Success,Medium
WOR-TAL-00026,Workday,talent,Route Workday talent,Workday test data ready,Submit transaction > sync system > reconcile report,Success,Medium
WOR-TAL-00027,Workday,talent,Approve Workday talent,Workday test data ready,Open module > perform action > validate result,Success,High
WOR-TAL-00028,Workday,talent,Archive Workday talent,Workday test data ready,Submit transaction > sync system > reconcile report,Success,High
WOR-TAL-00029,Workday,talent,Edit Workday talent,Workday test data ready,Open module > perform action > validate result,Success,Low
WOR-TAL-00030,Workday,talent,Escalate Workday talent,Workday test data ready,Create record > route approval > verify status,Success,Medium
WOR-TAL-00031,Workday,talent,Create Workday talent,Workday test data ready,Create record > route approval > verify status,Success,High
WOR-TAL-00032,Workday,talent,Create Workday talent,Workday test data ready,Initiate integration > check queue > confirm completion,Success,Medium
WOR-TAL-00033,Workday,talent,Create Workday talent,Workday test data ready,Open module > perform action > validate result,Success,Medium
WOR-TAL-00034,Workday,talent,Search Workday talent,Workday test data ready,Submit transaction > sync system > reconcile report,Success,Medium
WOR-TAL-00035,Workday,talent,Clone Workday talent,Workday test data ready,Submit transaction > sync system > reconcile report,Success,Low
WOR-TAL-00036,Workday,talent,Validate Workday talent,Workday test data ready,Create record > route approval > verify status,Success,High
WOR-TAL-00037,Workday,talent,Submit Workday talent,Workday test data ready,Create record > route approval > verify status,Success,Low
WOR-TAL-00038,Workday,talent,Escalate Workday talent,Workday test data ready,Open module > perform action > validate result,Success,Low
WOR-TAL-00039,Workday,talent,Restore Workday talent,Workday test data ready,Create record > route approval > verify status,Success,Low
WOR-TAL-00040,Workday,talent,Restore Workday talent,Workday test data ready,Submit transaction > sync system > reconcile report,Success,Medium
WOR-TAL-00041,Workday,talent,Validate Workday talent,Workday test data ready,Submit transaction > sync system > reconcile report,Success,Medium
WOR-TAL-00042,Workday,talent,Delete Workday talent,Workday test data ready,Initiate integration > check queue > confirm completion,Success,Medium
WOR-TAL-00043,Workday,talent,Escalate Workday talent,Workday test data ready,Initiate integration > check queue > confirm completion,Success,Medium
WOR-TAL-00044,Workday,talent,Archive Workday talent,Workday test data ready,Create record > route approval > verify status,Success,Low
WOR-TAL-00045,Workday,talent,Approve Workday talent,Workday test data ready,Create record > route approval > verify status,Success,High
WOR-TAL-00046,Workday,talent,Submit Workday talent,Workday test data ready,Submit transaction > sync system > reconcile report,Success,Low
WOR-TAL-00047,Workday,talent,Clone Workday talent,Workday test data ready,Submit transaction > sync system > reconcile report,Success,Medium
WOR-TAL-00048,Workday,talent,Validate Workday talent,Workday test data ready,Create record > route approval > verify status,Success,Low
WOR-TAL-00049,Workday,talent,Reject Workday talent,Workday test data ready,Open module > perform action > validate result,Success,Medium
WOR-TAL-00050,Workday,talent,Archive Workday talent,Workday test data ready,Open module > perform action > validate result,Success,Low
