Test Case ID,Product,Folder,Scenario,Preconditions,Steps,Expected Result,Priority
VSP-CLU-00001,vSphere,cluster,Archive vSphere cluster,vSphere test data ready,Initiate integration > check queue > confirm completion,Success,Medium
VSP-CLU-00002,vSphere,cluster,Approve vSphere cluster,vSphere test data ready,Open module > perform action > validate result,Success,Medium
VSP-CLU-00003,vSphere,cluster,Escalate vSphere cluster,vSphere test data ready,Create record > route approval > verify status,Success,Medium
VSP-CLU-00004,vSphere,cluster,Search vSphere cluster,vSphere test data ready,Create record > route approval > verify status,Success,Medium
VSP-CLU-00005,vSphere,cluster,Validate vSphere cluster,vSphere test data ready,Create record > route approval > verify status,Success,Low
VSP-CLU-00006,vSphere,cluster,Create vSphere cluster,vSphere test data ready,Initiate integration > check queue > confirm completion,Success,High
VSP-CLU-00007,vSphere,cluster,Submit vSphere cluster,vSphere test data ready,Create record > route approval > verify status,Success,Medium
VSP-CLU-00008,vSphere,cluster,Validate vSphere cluster,vSphere test data ready,Initiate integration > check queue > confirm completion,Success,Medium
VSP-CLU-00009,vSphere,cluster,Route vSphere cluster,vSphere test data ready,Open module > perform action > validate result,Success,Medium
VSP-CLU-00010,vSphere,cluster,Route vSphere cluster,vSphere test data ready,Initiate integration > check queue > confirm completion,Success,Medium
VSP-CLU-00011,vSphere,cluster,Escalate vSphere cluster,vSphere test data ready,Initiate integration > check queue > confirm completion,Success,Low
VSP-CLU-00012,vSphere,cluster,Archive vSphere cluster,vSphere test data ready,Create record > route approval > verify status,Success,High
VSP-CLU-00013,vSphere,cluster,Edit vSphere cluster,vSphere test data ready,Submit transaction > sync system > reconcile report,Success,Low
VSP-CLU-00014,vSphere,cluster,Restore vSphere cluster,vSphere test data ready,Submit transaction > sync system > reconcile report,Success,Low
VSP-CLU-00015,vSphere,cluster,Restore vSphere cluster,vSphere test data ready,Initiate integration > check queue > confirm completion,Success,High
VSP-CLU-00016,vSphere,cluster,Validate vSphere cluster,vSphere test data ready,Open module > perform action > validate result,Success,Low
VSP-CLU-00017,vSphere,cluster,Escalate vSphere cluster,vSphere test data ready,Open module > perform action > validate result,Success,High
VSP-CLU-00018,vSphere,cluster,Edit vSphere cluster,vSphere test data ready,Create record > route approval > verify status,Success,High
VSP-CLU-00019,vSphere,cluster,Clone vSphere cluster,vSphere test data ready,Submit transaction > sync system > reconcile report,Success,High
VSP-CLU-00020,vSphere,cluster,Search vSphere cluster,vSphere test data ready,Open module > perform action > validate result,Success,Low
VSP-CLU-00021,vSphere,cluster,Update vSphere cluster,vSphere test data ready,Create record > route approval > verify status,Success,Low
VSP-CLU-00022,vSphere,cluster,Update vSphere cluster,vSphere test data ready,Open module > perform action > validate result,Success,Medium
VSP-CLU-00023,vSphere,cluster,Create vSphere cluster,vSphere test data ready,Open module > perform action > validate result,Success,Low
VSP-CLU-00024,vSphere,cluster,Search vSphere cluster,vSphere test data ready,Initiate integration > check queue > confirm completion,Success,Low
VSP-CLU-00025,vSphere,cluster,Approve vSphere cluster,vSphere test data ready,Open module > perform action > validate result,Success,Low
VSP-CLU-00026,vSphere,cluster,Route vSphere cluster,vSphere test data ready,Initiate integration > check queue > confirm completion,Success,Low
VSP-CLU-00027,vSphere,cluster,Clone vSphere cluster,vSphere test data ready,Create record > route approval > verify status,Success,Low
VSP-CLU-00028,vSphere,cluster,Reject vSphere cluster,vSphere test data ready,Submit transaction > sync system > reconcile report,Success,Low
VSP-CLU-00029,vSphere,cluster,Update vSphere cluster,vSphere test data ready,Initiate integration > check queue > confirm completion,Success,Low
VSP-CLU-00030,vSphere,cluster,Escalate vSphere cluster,vSphere test data ready,Submit transaction > sync system > reconcile report,Success,High
VSP-CLU-00031,vSphere,cluster,Edit vSphere cluster,vSphere test data ready,Initiate integration > check queue > confirm completion,Success,High
VSP-CLU-00032,vSphere,cluster,Delete vSphere cluster,vSphere test data ready,Submit transaction > sync system > reconcile report,Success,High
VSP-CLU-00033,vSphere,cluster,Edit vSphere cluster,vSphere test data ready,Open module > perform action > validate result,Success,Low
VSP-CLU-00034,vSphere,cluster,Escalate vSphere cluster,vSphere test data ready,Open module > perform action > validate result,Success,Medium
VSP-CLU-00035,vSphere,cluster,Create vSphere cluster,vSphere test data ready,Open module > perform action > validate result,Success,High
VSP-CLU-00036,vSphere,cluster,Delete vSphere cluster,vSphere test data ready,Submit transaction > sync system > reconcile report,Success,Low
VSP-CLU-00037,vSphere,cluster,Update vSphere cluster,vSphere test data ready,Create record > route approval > verify status,Success,Medium
VSP-CLU-00038,vSphere,cluster,Restore vSphere cluster,vSphere test data ready,Create record > route approval > verify status,Success,Medium
VSP-CLU-00039,vSphere,cluster,Escalate vSphere cluster,vSphere test data ready,Submit transaction > sync system > reconcile report,Success,High
VSP-CLU-00040,vSphere,cluster,Search vSphere cluster,vSphere test data ready,Create record > route approval > verify status,Success,Low
VSP-CLU-00041,vSphere,cluster,Validate vSphere cluster,vSphere test data ready,Initiate integration > check queue > confirm completion,Success,High
VSP-CLU-00042,vSphere,cluster,Delete vSphere cluster,vSphere test data ready,Submit transaction > sync system > reconcile report,Success,High
VSP-CLU-00043,vSphere,cluster,Edit vSphere cluster,vSphere test data ready,Open module > perform action > validate result,Success,High
VSP-CLU-00044,vSphere,cluster,Route vSphere cluster,vSphere test data ready,Submit transaction > sync system > reconcile report,Success,High
VSP-CLU-00045,vSphere,cluster,Validate vSphere cluster,vSphere test data ready,Create record > route approval > verify status,Success,High
