Test Case ID,Product,Folder,Scenario,Preconditions,Steps,Expected Result,Priority
SNO-SHA-00001,Snowflake,sharing,Edit Snowflake sharing,Snowflake test data ready,Open module > perform action > validate result,Success,High
SNO-SHA-00002,Snowflake,sharing,Delete Snowflake sharing,Snowflake test data ready,Submit transaction > sync system > reconcile report,Success,Medium
SNO-SHA-00003,Snowflake,sharing,Submit Snowflake sharing,Snowflake test data ready,Open module > perform action > validate result,Success,High
SNO-SHA-00004,Snowflake,sharing,Archive Snowflake sharing,Snowflake test data ready,Open module > perform action > validate result,Success,High
SNO-SHA-00005,Snowflake,sharing,Escalate Snowflake sharing,Snowflake test data ready,Open module > perform action > validate result,Success,Low
SNO-SHA-00006,Snowflake,sharing,Delete Snowflake sharing,Snowflake test data ready,Submit transaction > sync system > reconcile report,Success,Medium
SNO-SHA-00007,Snowflake,sharing,Submit Snowflake sharing,Snowflake test data ready,Submit transaction > sync system > reconcile report,Success,Medium
SNO-SHA-00008,Snowflake,sharing,Create Snowflake sharing,Snowflake test data ready,Submit transaction > sync system > reconcile report,Success,Low
SNO-SHA-00009,Snowflake,sharing,Escalate Snowflake sharing,Snowflake test data ready,Open module > perform action > validate result,Success,High
SNO-SHA-00010,Snowflake,sharing,Reject Snowflake sharing,Snowflake test data ready,Open module > perform action > validate result,Success,High
SNO-SHA-00011,Snowflake,sharing,Update Snowflake sharing,Snowflake test data ready,Submit transaction > sync system > reconcile report,Success,Medium
SNO-SHA-00012,Snowflake,sharing,Route Snowflake sharing,Snowflake test data ready,Initiate integration > check queue > confirm completion,Success,Medium
SNO-SHA-00013,Snowflake,sharing,Restore Snowflake sharing,Snowflake test data ready,Submit transaction > sync system > reconcile report,Success,Low
SNO-SHA-00014,Snowflake,sharing,Restore Snowflake sharing,Snowflake test data ready,Create record > route approval > verify status,Success,High
SNO-SHA-00015,Snowflake,sharing,Reject Snowflake sharing,Snowflake test data ready,Create record > route approval > verify status,Success,Medium
SNO-SHA-00016,Snowflake,sharing,Escalate Snowflake sharing,Snowflake test data ready,Initiate integration > check queue > confirm completion,Success,Medium
SNO-SHA-00017,Snowflake,sharing,Clone Snowflake sharing,Snowflake test data ready,Open module > perform action > validate result,Success,Low
SNO-SHA-00018,Snowflake,sharing,Validate Snowflake sharing,Snowflake test data ready,Open module > perform action > validate result,Success,High
