Test Case ID,Product,Folder,Capability,Domain,Flow,Test Type,Scenario,Preconditions,Steps,Expected Result,Priority,Sample Data
AZU-STO-00001,Azure,storage,storage,Platform,Provision -> Validate -> Monitor -> Remediate,Security,Route Azure storage,Azure access and test data available,"1. Open storage.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Medium,"{""service"": ""VM"", ""region"": ""eastus"", ""iam_role"": ""Tester""}"
AZU-STO-00002,Azure,storage,storage,Security,Provision -> Validate -> Monitor -> Remediate,Functional,Clone Azure storage,Azure access and test data available,"1. Open storage.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Medium,"{""service"": ""VM"", ""region"": ""eastus"", ""iam_role"": ""Tester""}"
AZU-STO-00003,Azure,storage,storage,Security,Create -> Protect -> Audit -> Report,Functional,Validate Azure storage,Azure access and test data available,"1. Open storage.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Medium,"{""service"": ""VM"", ""region"": ""eastus"", ""iam_role"": ""Tester""}"
AZU-STO-00004,Azure,storage,storage,Data,Create -> Protect -> Audit -> Report,UI,Edit Azure storage,Azure access and test data available,"1. Open storage.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Medium,"{""service"": ""VM"", ""region"": ""eastus"", ""iam_role"": ""Tester""}"
AZU-STO-00005,Azure,storage,storage,Data,Create -> Protect -> Audit -> Report,Functional,Submit Azure storage,Azure access and test data available,"1. Open storage.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,High,"{""service"": ""VM"", ""region"": ""eastus"", ""iam_role"": ""Tester""}"
AZU-STO-00006,Azure,storage,storage,DevOps,Create -> Protect -> Audit -> Report,Security,Approve Azure storage,Azure access and test data available,"1. Open storage.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,High,"{""service"": ""VM"", ""region"": ""eastus"", ""iam_role"": ""Tester""}"
AZU-STO-00007,Azure,storage,storage,Security,Create -> Protect -> Audit -> Report,Regression,Validate Azure storage,Azure access and test data available,"1. Open storage.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,High,"{""service"": ""VM"", ""region"": ""eastus"", ""iam_role"": ""Tester""}"
AZU-STO-00008,Azure,storage,storage,Platform,Provision -> Validate -> Monitor -> Remediate,Accessibility,Clone Azure storage,Azure access and test data available,"1. Open storage.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,High,"{""service"": ""VM"", ""region"": ""eastus"", ""iam_role"": ""Tester""}"
AZU-STO-00009,Azure,storage,storage,DevOps,Provision -> Validate -> Monitor -> Remediate,UI,Clone Azure storage,Azure access and test data available,"1. Open storage.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Low,"{""service"": ""VM"", ""region"": ""eastus"", ""iam_role"": ""Tester""}"
AZU-STO-00010,Azure,storage,storage,DevOps,Provision -> Validate -> Monitor -> Remediate,Functional,Approve Azure storage,Azure access and test data available,"1. Open storage.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Low,"{""service"": ""VM"", ""region"": ""eastus"", ""iam_role"": ""Tester""}"
AZU-STO-00011,Azure,storage,storage,Data,Create -> Protect -> Audit -> Report,Accessibility,Search Azure storage,Azure access and test data available,"1. Open storage.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Medium,"{""service"": ""VM"", ""region"": ""eastus"", ""iam_role"": ""Tester""}"
AZU-STO-00012,Azure,storage,storage,Security,Create -> Protect -> Audit -> Report,Performance,Create Azure storage,Azure access and test data available,"1. Open storage.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Low,"{""service"": ""VM"", ""region"": ""eastus"", ""iam_role"": ""Tester""}"
