Test Case ID,Product,Folder,Capability,Domain,Flow,Test Type,Scenario,Preconditions,Steps,Expected Result,Priority,Sample Data
AWS-EKS-00001,AWS,eks,eks,Data,Provision -> Validate -> Monitor -> Remediate,Accessibility,Update AWS eks,AWS access and test data available,"1. Open eks.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Low,"{""service"": ""EC2"", ""region"": ""us-east-1"", ""iam_role"": ""Tester""}"
AWS-EKS-00002,AWS,eks,eks,Data,Create -> Protect -> Audit -> Report,Accessibility,Route AWS eks,AWS access and test data available,"1. Open eks.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Low,"{""service"": ""EC2"", ""region"": ""us-east-1"", ""iam_role"": ""Tester""}"
AWS-EKS-00003,AWS,eks,eks,DevOps,Provision -> Validate -> Monitor -> Remediate,Performance,Search AWS eks,AWS access and test data available,"1. Open eks.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,High,"{""service"": ""EC2"", ""region"": ""us-east-1"", ""iam_role"": ""Tester""}"
AWS-EKS-00004,AWS,eks,eks,DevOps,Provision -> Validate -> Monitor -> Remediate,UI,Restore AWS eks,AWS access and test data available,"1. Open eks.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Low,"{""service"": ""EC2"", ""region"": ""us-east-1"", ""iam_role"": ""Tester""}"
AWS-EKS-00005,AWS,eks,eks,Data,Provision -> Validate -> Monitor -> Remediate,Functional,Archive AWS eks,AWS access and test data available,"1. Open eks.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Medium,"{""service"": ""EC2"", ""region"": ""us-east-1"", ""iam_role"": ""Tester""}"
AWS-EKS-00006,AWS,eks,eks,Platform,Deploy -> Scale -> Observe -> Rollback,Integration,Route AWS eks,AWS access and test data available,"1. Open eks.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Low,"{""service"": ""EC2"", ""region"": ""us-east-1"", ""iam_role"": ""Tester""}"
AWS-EKS-00007,AWS,eks,eks,DevOps,Deploy -> Scale -> Observe -> Rollback,UI,Delete AWS eks,AWS access and test data available,"1. Open eks.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Low,"{""service"": ""EC2"", ""region"": ""us-east-1"", ""iam_role"": ""Tester""}"
AWS-EKS-00008,AWS,eks,eks,Data,Deploy -> Scale -> Observe -> Rollback,Integration,Edit AWS eks,AWS access and test data available,"1. Open eks.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Low,"{""service"": ""EC2"", ""region"": ""us-east-1"", ""iam_role"": ""Tester""}"
AWS-EKS-00009,AWS,eks,eks,Data,Create -> Protect -> Audit -> Report,Regression,Create AWS eks,AWS access and test data available,"1. Open eks.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,High,"{""service"": ""EC2"", ""region"": ""us-east-1"", ""iam_role"": ""Tester""}"
AWS-EKS-00010,AWS,eks,eks,Data,Deploy -> Scale -> Observe -> Rollback,Functional,Clone AWS eks,AWS access and test data available,"1. Open eks.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Medium,"{""service"": ""EC2"", ""region"": ""us-east-1"", ""iam_role"": ""Tester""}"
