Test Case ID,Product,Folder,Scenario,Preconditions,Steps,Expected Result,Priority
PTC-CHA-00001,PTCWindchill,change_mgmt,Reject PTCWindchill change_mgmt,PTCWindchill test data ready,Initiate integration > check queue > confirm completion,Success,Low
PTC-CHA-00002,PTCWindchill,change_mgmt,Edit PTCWindchill change_mgmt,PTCWindchill test data ready,Open module > perform action > validate result,Success,High
PTC-CHA-00003,PTCWindchill,change_mgmt,Delete PTCWindchill change_mgmt,PTCWindchill test data ready,Open module > perform action > validate result,Success,Medium
PTC-CHA-00004,PTCWindchill,change_mgmt,Validate PTCWindchill change_mgmt,PTCWindchill test data ready,Create record > route approval > verify status,Success,Low
PTC-CHA-00005,PTCWindchill,change_mgmt,Escalate PTCWindchill change_mgmt,PTCWindchill test data ready,Initiate integration > check queue > confirm completion,Success,High
PTC-CHA-00006,PTCWindchill,change_mgmt,Submit PTCWindchill change_mgmt,PTCWindchill test data ready,Create record > route approval > verify status,Success,Low
PTC-CHA-00007,PTCWindchill,change_mgmt,Submit PTCWindchill change_mgmt,PTCWindchill test data ready,Submit transaction > sync system > reconcile report,Success,Medium
PTC-CHA-00008,PTCWindchill,change_mgmt,Escalate PTCWindchill change_mgmt,PTCWindchill test data ready,Create record > route approval > verify status,Success,Medium
PTC-CHA-00009,PTCWindchill,change_mgmt,Route PTCWindchill change_mgmt,PTCWindchill test data ready,Open module > perform action > validate result,Success,Medium
PTC-CHA-00010,PTCWindchill,change_mgmt,Clone PTCWindchill change_mgmt,PTCWindchill test data ready,Open module > perform action > validate result,Success,Low
PTC-CHA-00011,PTCWindchill,change_mgmt,Restore PTCWindchill change_mgmt,PTCWindchill test data ready,Submit transaction > sync system > reconcile report,Success,Medium
PTC-CHA-00012,PTCWindchill,change_mgmt,Validate PTCWindchill change_mgmt,PTCWindchill test data ready,Initiate integration > check queue > confirm completion,Success,Medium
PTC-CHA-00013,PTCWindchill,change_mgmt,Update PTCWindchill change_mgmt,PTCWindchill test data ready,Open module > perform action > validate result,Success,Low
PTC-CHA-00014,PTCWindchill,change_mgmt,Restore PTCWindchill change_mgmt,PTCWindchill test data ready,Initiate integration > check queue > confirm completion,Success,Low
PTC-CHA-00015,PTCWindchill,change_mgmt,Search PTCWindchill change_mgmt,PTCWindchill test data ready,Open module > perform action > validate result,Success,Low
PTC-CHA-00016,PTCWindchill,change_mgmt,Search PTCWindchill change_mgmt,PTCWindchill test data ready,Open module > perform action > validate result,Success,Medium
PTC-CHA-00017,PTCWindchill,change_mgmt,Validate PTCWindchill change_mgmt,PTCWindchill test data ready,Submit transaction > sync system > reconcile report,Success,High
PTC-CHA-00018,PTCWindchill,change_mgmt,Route PTCWindchill change_mgmt,PTCWindchill test data ready,Initiate integration > check queue > confirm completion,Success,Low
PTC-CHA-00019,PTCWindchill,change_mgmt,Restore PTCWindchill change_mgmt,PTCWindchill test data ready,Create record > route approval > verify status,Success,Medium
PTC-CHA-00020,PTCWindchill,change_mgmt,Edit PTCWindchill change_mgmt,PTCWindchill test data ready,Submit transaction > sync system > reconcile report,Success,Low
PTC-CHA-00021,PTCWindchill,change_mgmt,Submit PTCWindchill change_mgmt,PTCWindchill test data ready,Create record > route approval > verify status,Success,Low
PTC-CHA-00022,PTCWindchill,change_mgmt,Edit PTCWindchill change_mgmt,PTCWindchill test data ready,Submit transaction > sync system > reconcile report,Success,Low
PTC-CHA-00023,PTCWindchill,change_mgmt,Delete PTCWindchill change_mgmt,PTCWindchill test data ready,Submit transaction > sync system > reconcile report,Success,Low
PTC-CHA-00024,PTCWindchill,change_mgmt,Validate PTCWindchill change_mgmt,PTCWindchill test data ready,Create record > route approval > verify status,Success,Medium
PTC-CHA-00025,PTCWindchill,change_mgmt,Update PTCWindchill change_mgmt,PTCWindchill test data ready,Create record > route approval > verify status,Success,High
PTC-CHA-00026,PTCWindchill,change_mgmt,Route PTCWindchill change_mgmt,PTCWindchill test data ready,Submit transaction > sync system > reconcile report,Success,Medium
PTC-CHA-00027,PTCWindchill,change_mgmt,Create PTCWindchill change_mgmt,PTCWindchill test data ready,Create record > route approval > verify status,Success,Low
PTC-CHA-00028,PTCWindchill,change_mgmt,Archive PTCWindchill change_mgmt,PTCWindchill test data ready,Submit transaction > sync system > reconcile report,Success,Low
PTC-CHA-00029,PTCWindchill,change_mgmt,Search PTCWindchill change_mgmt,PTCWindchill test data ready,Initiate integration > check queue > confirm completion,Success,Medium
PTC-CHA-00030,PTCWindchill,change_mgmt,Restore PTCWindchill change_mgmt,PTCWindchill test data ready,Initiate integration > check queue > confirm completion,Success,Medium
