Test Case ID,Product,Folder,Scenario,Preconditions,Steps,Expected Result,Priority
QAD-SUP-00001,QAD,supply_chain,Edit QAD supply_chain,QAD test data ready,Initiate integration > check queue > confirm completion,Success,Medium
QAD-SUP-00002,QAD,supply_chain,Archive QAD supply_chain,QAD test data ready,Initiate integration > check queue > confirm completion,Success,Medium
QAD-SUP-00003,QAD,supply_chain,Validate QAD supply_chain,QAD test data ready,Create record > route approval > verify status,Success,Low
QAD-SUP-00004,QAD,supply_chain,Route QAD supply_chain,QAD test data ready,Create record > route approval > verify status,Success,Low
QAD-SUP-00005,QAD,supply_chain,Submit QAD supply_chain,QAD test data ready,Open module > perform action > validate result,Success,Medium
QAD-SUP-00006,QAD,supply_chain,Escalate QAD supply_chain,QAD test data ready,Open module > perform action > validate result,Success,High
QAD-SUP-00007,QAD,supply_chain,Escalate QAD supply_chain,QAD test data ready,Submit transaction > sync system > reconcile report,Success,Medium
QAD-SUP-00008,QAD,supply_chain,Reject QAD supply_chain,QAD test data ready,Submit transaction > sync system > reconcile report,Success,High
QAD-SUP-00009,QAD,supply_chain,Submit QAD supply_chain,QAD test data ready,Open module > perform action > validate result,Success,Medium
QAD-SUP-00010,QAD,supply_chain,Route QAD supply_chain,QAD test data ready,Create record > route approval > verify status,Success,High
QAD-SUP-00011,QAD,supply_chain,Approve QAD supply_chain,QAD test data ready,Open module > perform action > validate result,Success,High
QAD-SUP-00012,QAD,supply_chain,Reject QAD supply_chain,QAD test data ready,Create record > route approval > verify status,Success,Medium
QAD-SUP-00013,QAD,supply_chain,Validate QAD supply_chain,QAD test data ready,Open module > perform action > validate result,Success,Low
QAD-SUP-00014,QAD,supply_chain,Validate QAD supply_chain,QAD test data ready,Initiate integration > check queue > confirm completion,Success,High
QAD-SUP-00015,QAD,supply_chain,Search QAD supply_chain,QAD test data ready,Initiate integration > check queue > confirm completion,Success,High
QAD-SUP-00016,QAD,supply_chain,Create QAD supply_chain,QAD test data ready,Create record > route approval > verify status,Success,Low
QAD-SUP-00017,QAD,supply_chain,Search QAD supply_chain,QAD test data ready,Initiate integration > check queue > confirm completion,Success,Low
QAD-SUP-00018,QAD,supply_chain,Escalate QAD supply_chain,QAD test data ready,Initiate integration > check queue > confirm completion,Success,High
QAD-SUP-00019,QAD,supply_chain,Escalate QAD supply_chain,QAD test data ready,Initiate integration > check queue > confirm completion,Success,Medium
QAD-SUP-00020,QAD,supply_chain,Archive QAD supply_chain,QAD test data ready,Open module > perform action > validate result,Success,High
QAD-SUP-00021,QAD,supply_chain,Approve QAD supply_chain,QAD test data ready,Submit transaction > sync system > reconcile report,Success,Low
QAD-SUP-00022,QAD,supply_chain,Delete QAD supply_chain,QAD test data ready,Initiate integration > check queue > confirm completion,Success,High
QAD-SUP-00023,QAD,supply_chain,Edit QAD supply_chain,QAD test data ready,Submit transaction > sync system > reconcile report,Success,Medium
QAD-SUP-00024,QAD,supply_chain,Escalate QAD supply_chain,QAD test data ready,Open module > perform action > validate result,Success,Medium
QAD-SUP-00025,QAD,supply_chain,Search QAD supply_chain,QAD test data ready,Create record > route approval > verify status,Success,High
QAD-SUP-00026,QAD,supply_chain,Approve QAD supply_chain,QAD test data ready,Submit transaction > sync system > reconcile report,Success,Low
