Test Case ID,Product,Folder,Scenario,Preconditions,Steps,Expected Result,Priority
EPI-SUP-00001,Epicor,supply_chain,Restore Epicor supply_chain,Epicor test data ready,Initiate integration > check queue > confirm completion,Success,High
EPI-SUP-00002,Epicor,supply_chain,Escalate Epicor supply_chain,Epicor test data ready,Create record > route approval > verify status,Success,Low
EPI-SUP-00003,Epicor,supply_chain,Archive Epicor supply_chain,Epicor test data ready,Initiate integration > check queue > confirm completion,Success,Low
EPI-SUP-00004,Epicor,supply_chain,Route Epicor supply_chain,Epicor test data ready,Create record > route approval > verify status,Success,High
EPI-SUP-00005,Epicor,supply_chain,Search Epicor supply_chain,Epicor test data ready,Create record > route approval > verify status,Success,Medium
EPI-SUP-00006,Epicor,supply_chain,Approve Epicor supply_chain,Epicor test data ready,Initiate integration > check queue > confirm completion,Success,Medium
EPI-SUP-00007,Epicor,supply_chain,Search Epicor supply_chain,Epicor test data ready,Create record > route approval > verify status,Success,Medium
EPI-SUP-00008,Epicor,supply_chain,Validate Epicor supply_chain,Epicor test data ready,Create record > route approval > verify status,Success,High
EPI-SUP-00009,Epicor,supply_chain,Route Epicor supply_chain,Epicor test data ready,Submit transaction > sync system > reconcile report,Success,Medium
EPI-SUP-00010,Epicor,supply_chain,Restore Epicor supply_chain,Epicor test data ready,Create record > route approval > verify status,Success,Low
EPI-SUP-00011,Epicor,supply_chain,Clone Epicor supply_chain,Epicor test data ready,Initiate integration > check queue > confirm completion,Success,Medium
EPI-SUP-00012,Epicor,supply_chain,Delete Epicor supply_chain,Epicor test data ready,Create record > route approval > verify status,Success,High
EPI-SUP-00013,Epicor,supply_chain,Edit Epicor supply_chain,Epicor test data ready,Create record > route approval > verify status,Success,Low
EPI-SUP-00014,Epicor,supply_chain,Clone Epicor supply_chain,Epicor test data ready,Initiate integration > check queue > confirm completion,Success,Low
EPI-SUP-00015,Epicor,supply_chain,Restore Epicor supply_chain,Epicor test data ready,Create record > route approval > verify status,Success,Medium
EPI-SUP-00016,Epicor,supply_chain,Validate Epicor supply_chain,Epicor test data ready,Submit transaction > sync system > reconcile report,Success,High
EPI-SUP-00017,Epicor,supply_chain,Escalate Epicor supply_chain,Epicor test data ready,Submit transaction > sync system > reconcile report,Success,Low
EPI-SUP-00018,Epicor,supply_chain,Escalate Epicor supply_chain,Epicor test data ready,Submit transaction > sync system > reconcile report,Success,Low
EPI-SUP-00019,Epicor,supply_chain,Clone Epicor supply_chain,Epicor test data ready,Create record > route approval > verify status,Success,High
EPI-SUP-00020,Epicor,supply_chain,Validate Epicor supply_chain,Epicor test data ready,Submit transaction > sync system > reconcile report,Success,Low
EPI-SUP-00021,Epicor,supply_chain,Edit Epicor supply_chain,Epicor test data ready,Submit transaction > sync system > reconcile report,Success,Low
EPI-SUP-00022,Epicor,supply_chain,Archive Epicor supply_chain,Epicor test data ready,Initiate integration > check queue > confirm completion,Success,Medium
EPI-SUP-00023,Epicor,supply_chain,Reject Epicor supply_chain,Epicor test data ready,Create record > route approval > verify status,Success,High
