Test Case ID,Product,Folder,Scenario,Preconditions,Steps,Expected Result,Priority
WOR-PAY-00001,Workday,payroll,Clone Workday payroll,Workday test data ready,Open module > perform action > validate result,Success,Medium
WOR-PAY-00002,Workday,payroll,Submit Workday payroll,Workday test data ready,Initiate integration > check queue > confirm completion,Success,High
WOR-PAY-00003,Workday,payroll,Create Workday payroll,Workday test data ready,Open module > perform action > validate result,Success,Low
WOR-PAY-00004,Workday,payroll,Edit Workday payroll,Workday test data ready,Open module > perform action > validate result,Success,Low
WOR-PAY-00005,Workday,payroll,Delete Workday payroll,Workday test data ready,Create record > route approval > verify status,Success,High
WOR-PAY-00006,Workday,payroll,Restore Workday payroll,Workday test data ready,Create record > route approval > verify status,Success,Medium
WOR-PAY-00007,Workday,payroll,Clone Workday payroll,Workday test data ready,Submit transaction > sync system > reconcile report,Success,Medium
WOR-PAY-00008,Workday,payroll,Create Workday payroll,Workday test data ready,Open module > perform action > validate result,Success,High
WOR-PAY-00009,Workday,payroll,Restore Workday payroll,Workday test data ready,Submit transaction > sync system > reconcile report,Success,Medium
WOR-PAY-00010,Workday,payroll,Validate Workday payroll,Workday test data ready,Open module > perform action > validate result,Success,Low
WOR-PAY-00011,Workday,payroll,Update Workday payroll,Workday test data ready,Initiate integration > check queue > confirm completion,Success,High
WOR-PAY-00012,Workday,payroll,Reject Workday payroll,Workday test data ready,Create record > route approval > verify status,Success,High
WOR-PAY-00013,Workday,payroll,Route Workday payroll,Workday test data ready,Create record > route approval > verify status,Success,Low
WOR-PAY-00014,Workday,payroll,Search Workday payroll,Workday test data ready,Open module > perform action > validate result,Success,Medium
WOR-PAY-00015,Workday,payroll,Clone Workday payroll,Workday test data ready,Create record > route approval > verify status,Success,High
WOR-PAY-00016,Workday,payroll,Restore Workday payroll,Workday test data ready,Submit transaction > sync system > reconcile report,Success,High
WOR-PAY-00017,Workday,payroll,Reject Workday payroll,Workday test data ready,Create record > route approval > verify status,Success,Medium
WOR-PAY-00018,Workday,payroll,Delete Workday payroll,Workday test data ready,Create record > route approval > verify status,Success,Low
WOR-PAY-00019,Workday,payroll,Update Workday payroll,Workday test data ready,Create record > route approval > verify status,Success,High
WOR-PAY-00020,Workday,payroll,Route Workday payroll,Workday test data ready,Create record > route approval > verify status,Success,Low
WOR-PAY-00021,Workday,payroll,Reject Workday payroll,Workday test data ready,Create record > route approval > verify status,Success,Medium
WOR-PAY-00022,Workday,payroll,Restore Workday payroll,Workday test data ready,Initiate integration > check queue > confirm completion,Success,High
WOR-PAY-00023,Workday,payroll,Delete Workday payroll,Workday test data ready,Create record > route approval > verify status,Success,High
WOR-PAY-00024,Workday,payroll,Route Workday payroll,Workday test data ready,Open module > perform action > validate result,Success,High
WOR-PAY-00025,Workday,payroll,Reject Workday payroll,Workday test data ready,Create record > route approval > verify status,Success,Low
WOR-PAY-00026,Workday,payroll,Validate Workday payroll,Workday test data ready,Initiate integration > check queue > confirm completion,Success,Low
WOR-PAY-00027,Workday,payroll,Submit Workday payroll,Workday test data ready,Create record > route approval > verify status,Success,High
WOR-PAY-00028,Workday,payroll,Route Workday payroll,Workday test data ready,Open module > perform action > validate result,Success,High
WOR-PAY-00029,Workday,payroll,Search Workday payroll,Workday test data ready,Create record > route approval > verify status,Success,High
WOR-PAY-00030,Workday,payroll,Validate Workday payroll,Workday test data ready,Create record > route approval > verify status,Success,High
WOR-PAY-00031,Workday,payroll,Create Workday payroll,Workday test data ready,Submit transaction > sync system > reconcile report,Success,Low
WOR-PAY-00032,Workday,payroll,Archive Workday payroll,Workday test data ready,Open module > perform action > validate result,Success,High
WOR-PAY-00033,Workday,payroll,Delete Workday payroll,Workday test data ready,Submit transaction > sync system > reconcile report,Success,Medium
WOR-PAY-00034,Workday,payroll,Clone Workday payroll,Workday test data ready,Create record > route approval > verify status,Success,High
WOR-PAY-00035,Workday,payroll,Search Workday payroll,Workday test data ready,Submit transaction > sync system > reconcile report,Success,High
WOR-PAY-00036,Workday,payroll,Approve Workday payroll,Workday test data ready,Create record > route approval > verify status,Success,Low
WOR-PAY-00037,Workday,payroll,Create Workday payroll,Workday test data ready,Create record > route approval > verify status,Success,High
WOR-PAY-00038,Workday,payroll,Restore Workday payroll,Workday test data ready,Create record > route approval > verify status,Success,Low
WOR-PAY-00039,Workday,payroll,Reject Workday payroll,Workday test data ready,Create record > route approval > verify status,Success,High
WOR-PAY-00040,Workday,payroll,Restore Workday payroll,Workday test data ready,Initiate integration > check queue > confirm completion,Success,Low
WOR-PAY-00041,Workday,payroll,Validate Workday payroll,Workday test data ready,Open module > perform action > validate result,Success,High
WOR-PAY-00042,Workday,payroll,Search Workday payroll,Workday test data ready,Open module > perform action > validate result,Success,Low
WOR-PAY-00043,Workday,payroll,Clone Workday payroll,Workday test data ready,Submit transaction > sync system > reconcile report,Success,High
WOR-PAY-00044,Workday,payroll,Submit Workday payroll,Workday test data ready,Submit transaction > sync system > reconcile report,Success,Medium
WOR-PAY-00045,Workday,payroll,Reject Workday payroll,Workday test data ready,Submit transaction > sync system > reconcile report,Success,High
WOR-PAY-00046,Workday,payroll,Validate Workday payroll,Workday test data ready,Initiate integration > check queue > confirm completion,Success,Medium
WOR-PAY-00047,Workday,payroll,Restore Workday payroll,Workday test data ready,Create record > route approval > verify status,Success,Low
WOR-PAY-00048,Workday,payroll,Edit Workday payroll,Workday test data ready,Initiate integration > check queue > confirm completion,Success,Medium
WOR-PAY-00049,Workday,payroll,Create Workday payroll,Workday test data ready,Open module > perform action > validate result,Success,Low
WOR-PAY-00050,Workday,payroll,Approve Workday payroll,Workday test data ready,Create record > route approval > verify status,Success,Low
WOR-PAY-00051,Workday,payroll,Route Workday payroll,Workday test data ready,Create record > route approval > verify status,Success,High
WOR-PAY-00052,Workday,payroll,Search Workday payroll,Workday test data ready,Create record > route approval > verify status,Success,Medium
