Test Case ID,Product,Folder,Capability,Domain,Flow,Test Type,Scenario,Preconditions,Steps,Expected Result,Priority,Sample Data
AND-SEC-00001,Android,security,security,Enterprise,Launch -> Authenticate -> Use -> Logout,Functional,Delete Android security,Android access and test data available,"1. Open security.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,High,"{""device"": ""Pixel 9"", ""os"": ""Android 15"", ""network"": ""5G""}"
AND-SEC-00002,Android,security,security,FinTech,Push -> Open -> Verify,Integration,Clone Android security,Android access and test data available,"1. Open security.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Medium,"{""device"": ""Pixel 9"", ""os"": ""Android 15"", ""network"": ""5G""}"
AND-SEC-00003,Android,security,security,Consumer,Push -> Open -> Verify,Accessibility,Escalate Android security,Android access and test data available,"1. Open security.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Medium,"{""device"": ""Pixel 9"", ""os"": ""Android 15"", ""network"": ""5G""}"
AND-SEC-00004,Android,security,security,FinTech,Launch -> Authenticate -> Use -> Logout,UI,Escalate Android security,Android access and test data available,"1. Open security.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Medium,"{""device"": ""Pixel 9"", ""os"": ""Android 15"", ""network"": ""5G""}"
AND-SEC-00005,Android,security,security,Enterprise,Offline -> Sync -> Resolve,Accessibility,Delete Android security,Android access and test data available,"1. Open security.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Low,"{""device"": ""Pixel 9"", ""os"": ""Android 15"", ""network"": ""5G""}"
AND-SEC-00006,Android,security,security,Enterprise,Permission -> Action -> Persist,Performance,Delete Android security,Android access and test data available,"1. Open security.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Medium,"{""device"": ""Pixel 9"", ""os"": ""Android 15"", ""network"": ""5G""}"
AND-SEC-00007,Android,security,security,FinTech,Offline -> Sync -> Resolve,Integration,Approve Android security,Android access and test data available,"1. Open security.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,High,"{""device"": ""Pixel 9"", ""os"": ""Android 15"", ""network"": ""5G""}"
AND-SEC-00008,Android,security,security,Healthcare,Permission -> Action -> Persist,Accessibility,Create Android security,Android access and test data available,"1. Open security.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Low,"{""device"": ""Pixel 9"", ""os"": ""Android 15"", ""network"": ""5G""}"
AND-SEC-00009,Android,security,security,FinTech,Offline -> Sync -> Resolve,Accessibility,Archive Android security,Android access and test data available,"1. Open security.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Medium,"{""device"": ""Pixel 9"", ""os"": ""Android 15"", ""network"": ""5G""}"
AND-SEC-00010,Android,security,security,FinTech,Push -> Open -> Verify,Security,Search Android security,Android access and test data available,"1. Open security.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Low,"{""device"": ""Pixel 9"", ""os"": ""Android 15"", ""network"": ""5G""}"
