Test Case ID,Product,Folder,Scenario,Preconditions,Steps,Expected Result,Priority
ADO-ANA-00001,AdobeExperienceCloud,analytics,Route AdobeExperienceCloud analytics,AdobeExperienceCloud test data ready,Submit transaction > sync system > reconcile report,Success,Medium
ADO-ANA-00002,AdobeExperienceCloud,analytics,Escalate AdobeExperienceCloud analytics,AdobeExperienceCloud test data ready,Open module > perform action > validate result,Success,Medium
ADO-ANA-00003,AdobeExperienceCloud,analytics,Clone AdobeExperienceCloud analytics,AdobeExperienceCloud test data ready,Create record > route approval > verify status,Success,High
ADO-ANA-00004,AdobeExperienceCloud,analytics,Approve AdobeExperienceCloud analytics,AdobeExperienceCloud test data ready,Initiate integration > check queue > confirm completion,Success,Medium
ADO-ANA-00005,AdobeExperienceCloud,analytics,Clone AdobeExperienceCloud analytics,AdobeExperienceCloud test data ready,Open module > perform action > validate result,Success,Low
ADO-ANA-00006,AdobeExperienceCloud,analytics,Search AdobeExperienceCloud analytics,AdobeExperienceCloud test data ready,Submit transaction > sync system > reconcile report,Success,High
ADO-ANA-00007,AdobeExperienceCloud,analytics,Create AdobeExperienceCloud analytics,AdobeExperienceCloud test data ready,Initiate integration > check queue > confirm completion,Success,Medium
ADO-ANA-00008,AdobeExperienceCloud,analytics,Update AdobeExperienceCloud analytics,AdobeExperienceCloud test data ready,Create record > route approval > verify status,Success,High
ADO-ANA-00009,AdobeExperienceCloud,analytics,Clone AdobeExperienceCloud analytics,AdobeExperienceCloud test data ready,Submit transaction > sync system > reconcile report,Success,Medium
ADO-ANA-00010,AdobeExperienceCloud,analytics,Update AdobeExperienceCloud analytics,AdobeExperienceCloud test data ready,Initiate integration > check queue > confirm completion,Success,High
ADO-ANA-00011,AdobeExperienceCloud,analytics,Edit AdobeExperienceCloud analytics,AdobeExperienceCloud test data ready,Submit transaction > sync system > reconcile report,Success,Medium
ADO-ANA-00012,AdobeExperienceCloud,analytics,Archive AdobeExperienceCloud analytics,AdobeExperienceCloud test data ready,Create record > route approval > verify status,Success,High
ADO-ANA-00013,AdobeExperienceCloud,analytics,Edit AdobeExperienceCloud analytics,AdobeExperienceCloud test data ready,Submit transaction > sync system > reconcile report,Success,Low
ADO-ANA-00014,AdobeExperienceCloud,analytics,Update AdobeExperienceCloud analytics,AdobeExperienceCloud test data ready,Submit transaction > sync system > reconcile report,Success,Medium
ADO-ANA-00015,AdobeExperienceCloud,analytics,Validate AdobeExperienceCloud analytics,AdobeExperienceCloud test data ready,Submit transaction > sync system > reconcile report,Success,High
ADO-ANA-00016,AdobeExperienceCloud,analytics,Escalate AdobeExperienceCloud analytics,AdobeExperienceCloud test data ready,Initiate integration > check queue > confirm completion,Success,Low
ADO-ANA-00017,AdobeExperienceCloud,analytics,Restore AdobeExperienceCloud analytics,AdobeExperienceCloud test data ready,Initiate integration > check queue > confirm completion,Success,High
ADO-ANA-00018,AdobeExperienceCloud,analytics,Route AdobeExperienceCloud analytics,AdobeExperienceCloud test data ready,Create record > route approval > verify status,Success,High
ADO-ANA-00019,AdobeExperienceCloud,analytics,Reject AdobeExperienceCloud analytics,AdobeExperienceCloud test data ready,Create record > route approval > verify status,Success,Low
ADO-ANA-00020,AdobeExperienceCloud,analytics,Reject AdobeExperienceCloud analytics,AdobeExperienceCloud test data ready,Create record > route approval > verify status,Success,Low
ADO-ANA-00021,AdobeExperienceCloud,analytics,Approve AdobeExperienceCloud analytics,AdobeExperienceCloud test data ready,Submit transaction > sync system > reconcile report,Success,High
ADO-ANA-00022,AdobeExperienceCloud,analytics,Approve AdobeExperienceCloud analytics,AdobeExperienceCloud test data ready,Open module > perform action > validate result,Success,Low
ADO-ANA-00023,AdobeExperienceCloud,analytics,Reject AdobeExperienceCloud analytics,AdobeExperienceCloud test data ready,Open module > perform action > validate result,Success,High
ADO-ANA-00024,AdobeExperienceCloud,analytics,Submit AdobeExperienceCloud analytics,AdobeExperienceCloud test data ready,Submit transaction > sync system > reconcile report,Success,High
ADO-ANA-00025,AdobeExperienceCloud,analytics,Edit AdobeExperienceCloud analytics,AdobeExperienceCloud test data ready,Open module > perform action > validate result,Success,High
ADO-ANA-00026,AdobeExperienceCloud,analytics,Reject AdobeExperienceCloud analytics,AdobeExperienceCloud test data ready,Open module > perform action > validate result,Success,Low
ADO-ANA-00027,AdobeExperienceCloud,analytics,Submit AdobeExperienceCloud analytics,AdobeExperienceCloud test data ready,Create record > route approval > verify status,Success,Low
ADO-ANA-00028,AdobeExperienceCloud,analytics,Archive AdobeExperienceCloud analytics,AdobeExperienceCloud test data ready,Create record > route approval > verify status,Success,Low
ADO-ANA-00029,AdobeExperienceCloud,analytics,Delete AdobeExperienceCloud analytics,AdobeExperienceCloud test data ready,Initiate integration > check queue > confirm completion,Success,High
ADO-ANA-00030,AdobeExperienceCloud,analytics,Restore AdobeExperienceCloud analytics,AdobeExperienceCloud test data ready,Submit transaction > sync system > reconcile report,Success,Medium
ADO-ANA-00031,AdobeExperienceCloud,analytics,Edit AdobeExperienceCloud analytics,AdobeExperienceCloud test data ready,Open module > perform action > validate result,Success,High
ADO-ANA-00032,AdobeExperienceCloud,analytics,Route AdobeExperienceCloud analytics,AdobeExperienceCloud test data ready,Submit transaction > sync system > reconcile report,Success,High
ADO-ANA-00033,AdobeExperienceCloud,analytics,Delete AdobeExperienceCloud analytics,AdobeExperienceCloud test data ready,Open module > perform action > validate result,Success,Low
ADO-ANA-00034,AdobeExperienceCloud,analytics,Restore AdobeExperienceCloud analytics,AdobeExperienceCloud test data ready,Submit transaction > sync system > reconcile report,Success,Low
ADO-ANA-00035,AdobeExperienceCloud,analytics,Route AdobeExperienceCloud analytics,AdobeExperienceCloud test data ready,Initiate integration > check queue > confirm completion,Success,Medium
ADO-ANA-00036,AdobeExperienceCloud,analytics,Validate AdobeExperienceCloud analytics,AdobeExperienceCloud test data ready,Create record > route approval > verify status,Success,Medium
ADO-ANA-00037,AdobeExperienceCloud,analytics,Submit AdobeExperienceCloud analytics,AdobeExperienceCloud test data ready,Create record > route approval > verify status,Success,High
ADO-ANA-00038,AdobeExperienceCloud,analytics,Reject AdobeExperienceCloud analytics,AdobeExperienceCloud test data ready,Submit transaction > sync system > reconcile report,Success,Low
ADO-ANA-00039,AdobeExperienceCloud,analytics,Clone AdobeExperienceCloud analytics,AdobeExperienceCloud test data ready,Open module > perform action > validate result,Success,High
ADO-ANA-00040,AdobeExperienceCloud,analytics,Reject AdobeExperienceCloud analytics,AdobeExperienceCloud test data ready,Create record > route approval > verify status,Success,Medium
ADO-ANA-00041,AdobeExperienceCloud,analytics,Delete AdobeExperienceCloud analytics,AdobeExperienceCloud test data ready,Submit transaction > sync system > reconcile report,Success,High
ADO-ANA-00042,AdobeExperienceCloud,analytics,Search AdobeExperienceCloud analytics,AdobeExperienceCloud test data ready,Submit transaction > sync system > reconcile report,Success,High
ADO-ANA-00043,AdobeExperienceCloud,analytics,Edit AdobeExperienceCloud analytics,AdobeExperienceCloud test data ready,Initiate integration > check queue > confirm completion,Success,Medium
ADO-ANA-00044,AdobeExperienceCloud,analytics,Route AdobeExperienceCloud analytics,AdobeExperienceCloud test data ready,Create record > route approval > verify status,Success,High
ADO-ANA-00045,AdobeExperienceCloud,analytics,Restore AdobeExperienceCloud analytics,AdobeExperienceCloud test data ready,Submit transaction > sync system > reconcile report,Success,High
ADO-ANA-00046,AdobeExperienceCloud,analytics,Edit AdobeExperienceCloud analytics,AdobeExperienceCloud test data ready,Initiate integration > check queue > confirm completion,Success,Medium
ADO-ANA-00047,AdobeExperienceCloud,analytics,Search AdobeExperienceCloud analytics,AdobeExperienceCloud test data ready,Create record > route approval > verify status,Success,Medium
ADO-ANA-00048,AdobeExperienceCloud,analytics,Delete AdobeExperienceCloud analytics,AdobeExperienceCloud test data ready,Open module > perform action > validate result,Success,Medium
ADO-ANA-00049,AdobeExperienceCloud,analytics,Clone AdobeExperienceCloud analytics,AdobeExperienceCloud test data ready,Initiate integration > check queue > confirm completion,Success,Medium
ADO-ANA-00050,AdobeExperienceCloud,analytics,Escalate AdobeExperienceCloud analytics,AdobeExperienceCloud test data ready,Open module > perform action > validate result,Success,High
ADO-ANA-00051,AdobeExperienceCloud,analytics,Reject AdobeExperienceCloud analytics,AdobeExperienceCloud test data ready,Open module > perform action > validate result,Success,Medium
ADO-ANA-00052,AdobeExperienceCloud,analytics,Create AdobeExperienceCloud analytics,AdobeExperienceCloud test data ready,Initiate integration > check queue > confirm completion,Success,Medium
ADO-ANA-00053,AdobeExperienceCloud,analytics,Restore AdobeExperienceCloud analytics,AdobeExperienceCloud test data ready,Submit transaction > sync system > reconcile report,Success,Medium
ADO-ANA-00054,AdobeExperienceCloud,analytics,Escalate AdobeExperienceCloud analytics,AdobeExperienceCloud test data ready,Submit transaction > sync system > reconcile report,Success,Low
ADO-ANA-00055,AdobeExperienceCloud,analytics,Clone AdobeExperienceCloud analytics,AdobeExperienceCloud test data ready,Open module > perform action > validate result,Success,High
ADO-ANA-00056,AdobeExperienceCloud,analytics,Clone AdobeExperienceCloud analytics,AdobeExperienceCloud test data ready,Initiate integration > check queue > confirm completion,Success,Low
ADO-ANA-00057,AdobeExperienceCloud,analytics,Edit AdobeExperienceCloud analytics,AdobeExperienceCloud test data ready,Initiate integration > check queue > confirm completion,Success,Medium
ADO-ANA-00058,AdobeExperienceCloud,analytics,Validate AdobeExperienceCloud analytics,AdobeExperienceCloud test data ready,Create record > route approval > verify status,Success,Low
ADO-ANA-00059,AdobeExperienceCloud,analytics,Escalate AdobeExperienceCloud analytics,AdobeExperienceCloud test data ready,Open module > perform action > validate result,Success,Medium
ADO-ANA-00060,AdobeExperienceCloud,analytics,Search AdobeExperienceCloud analytics,AdobeExperienceCloud test data ready,Submit transaction > sync system > reconcile report,Success,High
ADO-ANA-00061,AdobeExperienceCloud,analytics,Submit AdobeExperienceCloud analytics,AdobeExperienceCloud test data ready,Open module > perform action > validate result,Success,Medium
ADO-ANA-00062,AdobeExperienceCloud,analytics,Edit AdobeExperienceCloud analytics,AdobeExperienceCloud test data ready,Create record > route approval > verify status,Success,Medium
ADO-ANA-00063,AdobeExperienceCloud,analytics,Validate AdobeExperienceCloud analytics,AdobeExperienceCloud test data ready,Submit transaction > sync system > reconcile report,Success,Low
ADO-ANA-00064,AdobeExperienceCloud,analytics,Archive AdobeExperienceCloud analytics,AdobeExperienceCloud test data ready,Initiate integration > check queue > confirm completion,Success,Medium
ADO-ANA-00065,AdobeExperienceCloud,analytics,Restore AdobeExperienceCloud analytics,AdobeExperienceCloud test data ready,Create record > route approval > verify status,Success,Medium
ADO-ANA-00066,AdobeExperienceCloud,analytics,Update AdobeExperienceCloud analytics,AdobeExperienceCloud test data ready,Create record > route approval > verify status,Success,Low
ADO-ANA-00067,AdobeExperienceCloud,analytics,Reject AdobeExperienceCloud analytics,AdobeExperienceCloud test data ready,Open module > perform action > validate result,Success,Low
ADO-ANA-00068,AdobeExperienceCloud,analytics,Validate AdobeExperienceCloud analytics,AdobeExperienceCloud test data ready,Open module > perform action > validate result,Success,Medium
