Test Case ID,Product,Folder,Scenario,Preconditions,Steps,Expected Result,Priority
SMA-SHE-00001,Smartsheet,sheets,Validate Smartsheet sheets,Smartsheet test data ready,Create record > route approval > verify status,Success,Low
SMA-SHE-00002,Smartsheet,sheets,Edit Smartsheet sheets,Smartsheet test data ready,Create record > route approval > verify status,Success,Low
SMA-SHE-00003,Smartsheet,sheets,Search Smartsheet sheets,Smartsheet test data ready,Initiate integration > check queue > confirm completion,Success,Medium
SMA-SHE-00004,Smartsheet,sheets,Submit Smartsheet sheets,Smartsheet test data ready,Submit transaction > sync system > reconcile report,Success,Medium
SMA-SHE-00005,Smartsheet,sheets,Escalate Smartsheet sheets,Smartsheet test data ready,Submit transaction > sync system > reconcile report,Success,High
SMA-SHE-00006,Smartsheet,sheets,Restore Smartsheet sheets,Smartsheet test data ready,Initiate integration > check queue > confirm completion,Success,Medium
SMA-SHE-00007,Smartsheet,sheets,Search Smartsheet sheets,Smartsheet test data ready,Initiate integration > check queue > confirm completion,Success,Medium
SMA-SHE-00008,Smartsheet,sheets,Update Smartsheet sheets,Smartsheet test data ready,Create record > route approval > verify status,Success,High
SMA-SHE-00009,Smartsheet,sheets,Approve Smartsheet sheets,Smartsheet test data ready,Initiate integration > check queue > confirm completion,Success,High
SMA-SHE-00010,Smartsheet,sheets,Approve Smartsheet sheets,Smartsheet test data ready,Create record > route approval > verify status,Success,Low
SMA-SHE-00011,Smartsheet,sheets,Validate Smartsheet sheets,Smartsheet test data ready,Create record > route approval > verify status,Success,Medium
SMA-SHE-00012,Smartsheet,sheets,Delete Smartsheet sheets,Smartsheet test data ready,Submit transaction > sync system > reconcile report,Success,Medium
SMA-SHE-00013,Smartsheet,sheets,Search Smartsheet sheets,Smartsheet test data ready,Open module > perform action > validate result,Success,Medium
SMA-SHE-00014,Smartsheet,sheets,Clone Smartsheet sheets,Smartsheet test data ready,Submit transaction > sync system > reconcile report,Success,Medium
SMA-SHE-00015,Smartsheet,sheets,Clone Smartsheet sheets,Smartsheet test data ready,Open module > perform action > validate result,Success,Medium
SMA-SHE-00016,Smartsheet,sheets,Archive Smartsheet sheets,Smartsheet test data ready,Open module > perform action > validate result,Success,Low
SMA-SHE-00017,Smartsheet,sheets,Validate Smartsheet sheets,Smartsheet test data ready,Create record > route approval > verify status,Success,Medium
