Test Case ID,Product,Folder,Capability,Domain,Flow,Test Type,Scenario,Preconditions,Steps,Expected Result,Priority,Sample Data
AND-LOG-00001,Android,login,login,Healthcare,Permission -> Action -> Persist,Accessibility,Update Android login,Android access and test data available,"1. Open login.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Low,"{""device"": ""Pixel 9"", ""os"": ""Android 15"", ""network"": ""5G""}"
AND-LOG-00002,Android,login,login,Consumer,Permission -> Action -> Persist,Regression,Clone Android login,Android access and test data available,"1. Open login.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Medium,"{""device"": ""Pixel 9"", ""os"": ""Android 15"", ""network"": ""5G""}"
AND-LOG-00003,Android,login,login,Enterprise,Launch -> Authenticate -> Use -> Logout,Performance,Escalate Android login,Android access and test data available,"1. Open login.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,High,"{""device"": ""Pixel 9"", ""os"": ""Android 15"", ""network"": ""5G""}"
AND-LOG-00004,Android,login,login,Enterprise,Offline -> Sync -> Resolve,Accessibility,Reject Android login,Android access and test data available,"1. Open login.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Medium,"{""device"": ""Pixel 9"", ""os"": ""Android 15"", ""network"": ""5G""}"
AND-LOG-00005,Android,login,login,Consumer,Permission -> Action -> Persist,Accessibility,Reject Android login,Android access and test data available,"1. Open login.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Low,"{""device"": ""Pixel 9"", ""os"": ""Android 15"", ""network"": ""5G""}"
AND-LOG-00006,Android,login,login,Consumer,Launch -> Authenticate -> Use -> Logout,Security,Approve Android login,Android access and test data available,"1. Open login.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Medium,"{""device"": ""Pixel 9"", ""os"": ""Android 15"", ""network"": ""5G""}"
AND-LOG-00007,Android,login,login,Healthcare,Launch -> Authenticate -> Use -> Logout,UI,Create Android login,Android access and test data available,"1. Open login.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Medium,"{""device"": ""Pixel 9"", ""os"": ""Android 15"", ""network"": ""5G""}"
AND-LOG-00008,Android,login,login,Enterprise,Offline -> Sync -> Resolve,Performance,Submit Android login,Android access and test data available,"1. Open login.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Medium,"{""device"": ""Pixel 9"", ""os"": ""Android 15"", ""network"": ""5G""}"
AND-LOG-00009,Android,login,login,Consumer,Push -> Open -> Verify,UI,Clone Android login,Android access and test data available,"1. Open login.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,High,"{""device"": ""Pixel 9"", ""os"": ""Android 15"", ""network"": ""5G""}"
AND-LOG-00010,Android,login,login,FinTech,Launch -> Authenticate -> Use -> Logout,Integration,Edit Android login,Android access and test data available,"1. Open login.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Low,"{""device"": ""Pixel 9"", ""os"": ""Android 15"", ""network"": ""5G""}"
AND-LOG-00011,Android,login,login,Enterprise,Permission -> Action -> Persist,UI,Approve Android login,Android access and test data available,"1. Open login.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,High,"{""device"": ""Pixel 9"", ""os"": ""Android 15"", ""network"": ""5G""}"
AND-LOG-00012,Android,login,login,Enterprise,Launch -> Authenticate -> Use -> Logout,Regression,Search Android login,Android access and test data available,"1. Open login.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Low,"{""device"": ""Pixel 9"", ""os"": ""Android 15"", ""network"": ""5G""}"
AND-LOG-00013,Android,login,login,Enterprise,Push -> Open -> Verify,Regression,Clone Android login,Android access and test data available,"1. Open login.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,High,"{""device"": ""Pixel 9"", ""os"": ""Android 15"", ""network"": ""5G""}"
