Test Case ID,Product,Folder,Scenario,Preconditions,Steps,Expected Result,Priority
OKT-API-00001,Okta,api,Route Okta api,Okta test data ready,Initiate integration > check queue > confirm completion,Success,High
OKT-API-00002,Okta,api,Archive Okta api,Okta test data ready,Create record > route approval > verify status,Success,High
OKT-API-00003,Okta,api,Update Okta api,Okta test data ready,Submit transaction > sync system > reconcile report,Success,Medium
OKT-API-00004,Okta,api,Escalate Okta api,Okta test data ready,Initiate integration > check queue > confirm completion,Success,High
OKT-API-00005,Okta,api,Submit Okta api,Okta test data ready,Create record > route approval > verify status,Success,Medium
OKT-API-00006,Okta,api,Clone Okta api,Okta test data ready,Create record > route approval > verify status,Success,High
OKT-API-00007,Okta,api,Create Okta api,Okta test data ready,Create record > route approval > verify status,Success,Low
OKT-API-00008,Okta,api,Update Okta api,Okta test data ready,Submit transaction > sync system > reconcile report,Success,Low
OKT-API-00009,Okta,api,Search Okta api,Okta test data ready,Submit transaction > sync system > reconcile report,Success,Medium
OKT-API-00010,Okta,api,Clone Okta api,Okta test data ready,Initiate integration > check queue > confirm completion,Success,High
OKT-API-00011,Okta,api,Approve Okta api,Okta test data ready,Initiate integration > check queue > confirm completion,Success,High
OKT-API-00012,Okta,api,Approve Okta api,Okta test data ready,Initiate integration > check queue > confirm completion,Success,High
OKT-API-00013,Okta,api,Restore Okta api,Okta test data ready,Submit transaction > sync system > reconcile report,Success,Low
OKT-API-00014,Okta,api,Edit Okta api,Okta test data ready,Open module > perform action > validate result,Success,High
OKT-API-00015,Okta,api,Route Okta api,Okta test data ready,Open module > perform action > validate result,Success,High
OKT-API-00016,Okta,api,Submit Okta api,Okta test data ready,Initiate integration > check queue > confirm completion,Success,Medium
OKT-API-00017,Okta,api,Update Okta api,Okta test data ready,Create record > route approval > verify status,Success,Low
OKT-API-00018,Okta,api,Validate Okta api,Okta test data ready,Create record > route approval > verify status,Success,Low
OKT-API-00019,Okta,api,Route Okta api,Okta test data ready,Create record > route approval > verify status,Success,High
OKT-API-00020,Okta,api,Restore Okta api,Okta test data ready,Initiate integration > check queue > confirm completion,Success,Low
