Test Case ID,Product,Folder,Scenario,Preconditions,Steps,Expected Result,Priority
MED-ALE-00001,Medallia,alerts,Submit Medallia alerts,Medallia test data ready,Create record > route approval > verify status,Success,Medium
MED-ALE-00002,Medallia,alerts,Archive Medallia alerts,Medallia test data ready,Create record > route approval > verify status,Success,High
MED-ALE-00003,Medallia,alerts,Update Medallia alerts,Medallia test data ready,Submit transaction > sync system > reconcile report,Success,Low
MED-ALE-00004,Medallia,alerts,Create Medallia alerts,Medallia test data ready,Create record > route approval > verify status,Success,Medium
MED-ALE-00005,Medallia,alerts,Restore Medallia alerts,Medallia test data ready,Open module > perform action > validate result,Success,High
MED-ALE-00006,Medallia,alerts,Archive Medallia alerts,Medallia test data ready,Open module > perform action > validate result,Success,High
MED-ALE-00007,Medallia,alerts,Reject Medallia alerts,Medallia test data ready,Open module > perform action > validate result,Success,Low
MED-ALE-00008,Medallia,alerts,Clone Medallia alerts,Medallia test data ready,Submit transaction > sync system > reconcile report,Success,Low
MED-ALE-00009,Medallia,alerts,Create Medallia alerts,Medallia test data ready,Submit transaction > sync system > reconcile report,Success,Medium
MED-ALE-00010,Medallia,alerts,Escalate Medallia alerts,Medallia test data ready,Create record > route approval > verify status,Success,Medium
MED-ALE-00011,Medallia,alerts,Create Medallia alerts,Medallia test data ready,Submit transaction > sync system > reconcile report,Success,Low
MED-ALE-00012,Medallia,alerts,Approve Medallia alerts,Medallia test data ready,Submit transaction > sync system > reconcile report,Success,High
MED-ALE-00013,Medallia,alerts,Search Medallia alerts,Medallia test data ready,Create record > route approval > verify status,Success,Medium
MED-ALE-00014,Medallia,alerts,Clone Medallia alerts,Medallia test data ready,Open module > perform action > validate result,Success,Medium
MED-ALE-00015,Medallia,alerts,Search Medallia alerts,Medallia test data ready,Open module > perform action > validate result,Success,Medium
MED-ALE-00016,Medallia,alerts,Clone Medallia alerts,Medallia test data ready,Submit transaction > sync system > reconcile report,Success,Low
MED-ALE-00017,Medallia,alerts,Edit Medallia alerts,Medallia test data ready,Create record > route approval > verify status,Success,Medium
MED-ALE-00018,Medallia,alerts,Submit Medallia alerts,Medallia test data ready,Open module > perform action > validate result,Success,Medium
MED-ALE-00019,Medallia,alerts,Update Medallia alerts,Medallia test data ready,Create record > route approval > verify status,Success,Medium
MED-ALE-00020,Medallia,alerts,Approve Medallia alerts,Medallia test data ready,Submit transaction > sync system > reconcile report,Success,High
MED-ALE-00021,Medallia,alerts,Validate Medallia alerts,Medallia test data ready,Create record > route approval > verify status,Success,Low
MED-ALE-00022,Medallia,alerts,Archive Medallia alerts,Medallia test data ready,Submit transaction > sync system > reconcile report,Success,Low
MED-ALE-00023,Medallia,alerts,Restore Medallia alerts,Medallia test data ready,Open module > perform action > validate result,Success,Low
MED-ALE-00024,Medallia,alerts,Clone Medallia alerts,Medallia test data ready,Initiate integration > check queue > confirm completion,Success,Low
MED-ALE-00025,Medallia,alerts,Clone Medallia alerts,Medallia test data ready,Create record > route approval > verify status,Success,Medium
MED-ALE-00026,Medallia,alerts,Restore Medallia alerts,Medallia test data ready,Create record > route approval > verify status,Success,High
MED-ALE-00027,Medallia,alerts,Restore Medallia alerts,Medallia test data ready,Create record > route approval > verify status,Success,Medium
MED-ALE-00028,Medallia,alerts,Edit Medallia alerts,Medallia test data ready,Create record > route approval > verify status,Success,Low
MED-ALE-00029,Medallia,alerts,Route Medallia alerts,Medallia test data ready,Create record > route approval > verify status,Success,High
MED-ALE-00030,Medallia,alerts,Restore Medallia alerts,Medallia test data ready,Create record > route approval > verify status,Success,Medium
MED-ALE-00031,Medallia,alerts,Delete Medallia alerts,Medallia test data ready,Open module > perform action > validate result,Success,Medium
MED-ALE-00032,Medallia,alerts,Update Medallia alerts,Medallia test data ready,Open module > perform action > validate result,Success,High
MED-ALE-00033,Medallia,alerts,Route Medallia alerts,Medallia test data ready,Initiate integration > check queue > confirm completion,Success,High
MED-ALE-00034,Medallia,alerts,Approve Medallia alerts,Medallia test data ready,Create record > route approval > verify status,Success,High
MED-ALE-00035,Medallia,alerts,Escalate Medallia alerts,Medallia test data ready,Create record > route approval > verify status,Success,Medium
MED-ALE-00036,Medallia,alerts,Submit Medallia alerts,Medallia test data ready,Open module > perform action > validate result,Success,Low
MED-ALE-00037,Medallia,alerts,Route Medallia alerts,Medallia test data ready,Initiate integration > check queue > confirm completion,Success,High
