Test Case ID,Product,Folder,Capability,Domain,Flow,Test Type,Scenario,Preconditions,Steps,Expected Result,Priority,Sample Data
AWS-SEC-00001,AWS,security,security,Data,Create -> Protect -> Audit -> Report,Performance,Edit AWS security,AWS access and test data available,"1. Open security.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Medium,"{""service"": ""EC2"", ""region"": ""us-east-1"", ""iam_role"": ""Tester""}"
AWS-SEC-00002,AWS,security,security,Data,Deploy -> Scale -> Observe -> Rollback,Regression,Approve AWS security,AWS access and test data available,"1. Open security.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Low,"{""service"": ""EC2"", ""region"": ""us-east-1"", ""iam_role"": ""Tester""}"
AWS-SEC-00003,AWS,security,security,Data,Deploy -> Scale -> Observe -> Rollback,Security,Escalate AWS security,AWS access and test data available,"1. Open security.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Low,"{""service"": ""EC2"", ""region"": ""us-east-1"", ""iam_role"": ""Tester""}"
AWS-SEC-00004,AWS,security,security,DevOps,Deploy -> Scale -> Observe -> Rollback,Accessibility,Search AWS security,AWS access and test data available,"1. Open security.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,High,"{""service"": ""EC2"", ""region"": ""us-east-1"", ""iam_role"": ""Tester""}"
AWS-SEC-00005,AWS,security,security,Data,Deploy -> Scale -> Observe -> Rollback,Functional,Restore AWS security,AWS access and test data available,"1. Open security.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Low,"{""service"": ""EC2"", ""region"": ""us-east-1"", ""iam_role"": ""Tester""}"
AWS-SEC-00006,AWS,security,security,Security,Create -> Protect -> Audit -> Report,Performance,Delete AWS security,AWS access and test data available,"1. Open security.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Medium,"{""service"": ""EC2"", ""region"": ""us-east-1"", ""iam_role"": ""Tester""}"
AWS-SEC-00007,AWS,security,security,Data,Create -> Protect -> Audit -> Report,Accessibility,Approve AWS security,AWS access and test data available,"1. Open security.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,High,"{""service"": ""EC2"", ""region"": ""us-east-1"", ""iam_role"": ""Tester""}"
AWS-SEC-00008,AWS,security,security,Platform,Deploy -> Scale -> Observe -> Rollback,Integration,Clone AWS security,AWS access and test data available,"1. Open security.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Medium,"{""service"": ""EC2"", ""region"": ""us-east-1"", ""iam_role"": ""Tester""}"
AWS-SEC-00009,AWS,security,security,Data,Deploy -> Scale -> Observe -> Rollback,Regression,Edit AWS security,AWS access and test data available,"1. Open security.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Low,"{""service"": ""EC2"", ""region"": ""us-east-1"", ""iam_role"": ""Tester""}"
AWS-SEC-00010,AWS,security,security,DevOps,Deploy -> Scale -> Observe -> Rollback,Accessibility,Approve AWS security,AWS access and test data available,"1. Open security.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Medium,"{""service"": ""EC2"", ""region"": ""us-east-1"", ""iam_role"": ""Tester""}"
