Test Case ID,Product,Folder,Scenario,Preconditions,Steps,Expected Result,Priority
BLA-MAT-00001,BlackLine,matching,Escalate BlackLine matching,BlackLine test data ready,Open module > perform action > validate result,Success,High
BLA-MAT-00002,BlackLine,matching,Archive BlackLine matching,BlackLine test data ready,Initiate integration > check queue > confirm completion,Success,Low
BLA-MAT-00003,BlackLine,matching,Route BlackLine matching,BlackLine test data ready,Initiate integration > check queue > confirm completion,Success,Low
BLA-MAT-00004,BlackLine,matching,Clone BlackLine matching,BlackLine test data ready,Submit transaction > sync system > reconcile report,Success,Medium
BLA-MAT-00005,BlackLine,matching,Search BlackLine matching,BlackLine test data ready,Submit transaction > sync system > reconcile report,Success,Medium
BLA-MAT-00006,BlackLine,matching,Delete BlackLine matching,BlackLine test data ready,Submit transaction > sync system > reconcile report,Success,Low
BLA-MAT-00007,BlackLine,matching,Escalate BlackLine matching,BlackLine test data ready,Open module > perform action > validate result,Success,High
BLA-MAT-00008,BlackLine,matching,Create BlackLine matching,BlackLine test data ready,Submit transaction > sync system > reconcile report,Success,High
BLA-MAT-00009,BlackLine,matching,Submit BlackLine matching,BlackLine test data ready,Initiate integration > check queue > confirm completion,Success,Low
BLA-MAT-00010,BlackLine,matching,Search BlackLine matching,BlackLine test data ready,Create record > route approval > verify status,Success,Medium
BLA-MAT-00011,BlackLine,matching,Update BlackLine matching,BlackLine test data ready,Create record > route approval > verify status,Success,Medium
BLA-MAT-00012,BlackLine,matching,Delete BlackLine matching,BlackLine test data ready,Create record > route approval > verify status,Success,High
BLA-MAT-00013,BlackLine,matching,Update BlackLine matching,BlackLine test data ready,Create record > route approval > verify status,Success,High
BLA-MAT-00014,BlackLine,matching,Create BlackLine matching,BlackLine test data ready,Open module > perform action > validate result,Success,Medium
BLA-MAT-00015,BlackLine,matching,Restore BlackLine matching,BlackLine test data ready,Open module > perform action > validate result,Success,High
BLA-MAT-00016,BlackLine,matching,Escalate BlackLine matching,BlackLine test data ready,Submit transaction > sync system > reconcile report,Success,Medium
BLA-MAT-00017,BlackLine,matching,Validate BlackLine matching,BlackLine test data ready,Initiate integration > check queue > confirm completion,Success,High
BLA-MAT-00018,BlackLine,matching,Validate BlackLine matching,BlackLine test data ready,Submit transaction > sync system > reconcile report,Success,Low
BLA-MAT-00019,BlackLine,matching,Escalate BlackLine matching,BlackLine test data ready,Open module > perform action > validate result,Success,Medium
BLA-MAT-00020,BlackLine,matching,Route BlackLine matching,BlackLine test data ready,Initiate integration > check queue > confirm completion,Success,Medium
BLA-MAT-00021,BlackLine,matching,Escalate BlackLine matching,BlackLine test data ready,Initiate integration > check queue > confirm completion,Success,High
BLA-MAT-00022,BlackLine,matching,Approve BlackLine matching,BlackLine test data ready,Create record > route approval > verify status,Success,Low
BLA-MAT-00023,BlackLine,matching,Search BlackLine matching,BlackLine test data ready,Initiate integration > check queue > confirm completion,Success,Medium
BLA-MAT-00024,BlackLine,matching,Clone BlackLine matching,BlackLine test data ready,Create record > route approval > verify status,Success,High
BLA-MAT-00025,BlackLine,matching,Clone BlackLine matching,BlackLine test data ready,Create record > route approval > verify status,Success,High
BLA-MAT-00026,BlackLine,matching,Delete BlackLine matching,BlackLine test data ready,Initiate integration > check queue > confirm completion,Success,Low
BLA-MAT-00027,BlackLine,matching,Restore BlackLine matching,BlackLine test data ready,Open module > perform action > validate result,Success,Low
BLA-MAT-00028,BlackLine,matching,Restore BlackLine matching,BlackLine test data ready,Submit transaction > sync system > reconcile report,Success,High
BLA-MAT-00029,BlackLine,matching,Escalate BlackLine matching,BlackLine test data ready,Submit transaction > sync system > reconcile report,Success,High
BLA-MAT-00030,BlackLine,matching,Delete BlackLine matching,BlackLine test data ready,Initiate integration > check queue > confirm completion,Success,High
BLA-MAT-00031,BlackLine,matching,Approve BlackLine matching,BlackLine test data ready,Initiate integration > check queue > confirm completion,Success,High
BLA-MAT-00032,BlackLine,matching,Edit BlackLine matching,BlackLine test data ready,Submit transaction > sync system > reconcile report,Success,High
BLA-MAT-00033,BlackLine,matching,Archive BlackLine matching,BlackLine test data ready,Submit transaction > sync system > reconcile report,Success,Medium
BLA-MAT-00034,BlackLine,matching,Reject BlackLine matching,BlackLine test data ready,Submit transaction > sync system > reconcile report,Success,Low
BLA-MAT-00035,BlackLine,matching,Escalate BlackLine matching,BlackLine test data ready,Open module > perform action > validate result,Success,Low
BLA-MAT-00036,BlackLine,matching,Clone BlackLine matching,BlackLine test data ready,Submit transaction > sync system > reconcile report,Success,High
BLA-MAT-00037,BlackLine,matching,Route BlackLine matching,BlackLine test data ready,Initiate integration > check queue > confirm completion,Success,High
BLA-MAT-00038,BlackLine,matching,Search BlackLine matching,BlackLine test data ready,Submit transaction > sync system > reconcile report,Success,High
BLA-MAT-00039,BlackLine,matching,Restore BlackLine matching,BlackLine test data ready,Open module > perform action > validate result,Success,Low
BLA-MAT-00040,BlackLine,matching,Update BlackLine matching,BlackLine test data ready,Open module > perform action > validate result,Success,Low
BLA-MAT-00041,BlackLine,matching,Delete BlackLine matching,BlackLine test data ready,Create record > route approval > verify status,Success,High
BLA-MAT-00042,BlackLine,matching,Delete BlackLine matching,BlackLine test data ready,Initiate integration > check queue > confirm completion,Success,Low
BLA-MAT-00043,BlackLine,matching,Reject BlackLine matching,BlackLine test data ready,Open module > perform action > validate result,Success,Medium
BLA-MAT-00044,BlackLine,matching,Restore BlackLine matching,BlackLine test data ready,Create record > route approval > verify status,Success,Medium
BLA-MAT-00045,BlackLine,matching,Reject BlackLine matching,BlackLine test data ready,Initiate integration > check queue > confirm completion,Success,Low
BLA-MAT-00046,BlackLine,matching,Restore BlackLine matching,BlackLine test data ready,Submit transaction > sync system > reconcile report,Success,Medium
BLA-MAT-00047,BlackLine,matching,Restore BlackLine matching,BlackLine test data ready,Open module > perform action > validate result,Success,Low
BLA-MAT-00048,BlackLine,matching,Archive BlackLine matching,BlackLine test data ready,Submit transaction > sync system > reconcile report,Success,Low
BLA-MAT-00049,BlackLine,matching,Edit BlackLine matching,BlackLine test data ready,Initiate integration > check queue > confirm completion,Success,High
BLA-MAT-00050,BlackLine,matching,Delete BlackLine matching,BlackLine test data ready,Submit transaction > sync system > reconcile report,Success,Low
BLA-MAT-00051,BlackLine,matching,Delete BlackLine matching,BlackLine test data ready,Submit transaction > sync system > reconcile report,Success,High
BLA-MAT-00052,BlackLine,matching,Archive BlackLine matching,BlackLine test data ready,Initiate integration > check queue > confirm completion,Success,Medium
BLA-MAT-00053,BlackLine,matching,Route BlackLine matching,BlackLine test data ready,Create record > route approval > verify status,Success,Medium
BLA-MAT-00054,BlackLine,matching,Reject BlackLine matching,BlackLine test data ready,Create record > route approval > verify status,Success,Medium
BLA-MAT-00055,BlackLine,matching,Clone BlackLine matching,BlackLine test data ready,Open module > perform action > validate result,Success,Low
BLA-MAT-00056,BlackLine,matching,Submit BlackLine matching,BlackLine test data ready,Initiate integration > check queue > confirm completion,Success,Low
BLA-MAT-00057,BlackLine,matching,Archive BlackLine matching,BlackLine test data ready,Initiate integration > check queue > confirm completion,Success,High
BLA-MAT-00058,BlackLine,matching,Route BlackLine matching,BlackLine test data ready,Create record > route approval > verify status,Success,Low
BLA-MAT-00059,BlackLine,matching,Submit BlackLine matching,BlackLine test data ready,Initiate integration > check queue > confirm completion,Success,Low
BLA-MAT-00060,BlackLine,matching,Reject BlackLine matching,BlackLine test data ready,Initiate integration > check queue > confirm completion,Success,Medium
BLA-MAT-00061,BlackLine,matching,Validate BlackLine matching,BlackLine test data ready,Open module > perform action > validate result,Success,Medium
BLA-MAT-00062,BlackLine,matching,Route BlackLine matching,BlackLine test data ready,Create record > route approval > verify status,Success,Low
BLA-MAT-00063,BlackLine,matching,Search BlackLine matching,BlackLine test data ready,Create record > route approval > verify status,Success,Medium
BLA-MAT-00064,BlackLine,matching,Update BlackLine matching,BlackLine test data ready,Submit transaction > sync system > reconcile report,Success,Low
BLA-MAT-00065,BlackLine,matching,Edit BlackLine matching,BlackLine test data ready,Submit transaction > sync system > reconcile report,Success,Low
BLA-MAT-00066,BlackLine,matching,Submit BlackLine matching,BlackLine test data ready,Open module > perform action > validate result,Success,High
BLA-MAT-00067,BlackLine,matching,Edit BlackLine matching,BlackLine test data ready,Create record > route approval > verify status,Success,Medium
BLA-MAT-00068,BlackLine,matching,Clone BlackLine matching,BlackLine test data ready,Initiate integration > check queue > confirm completion,Success,Medium
BLA-MAT-00069,BlackLine,matching,Validate BlackLine matching,BlackLine test data ready,Create record > route approval > verify status,Success,Medium
BLA-MAT-00070,BlackLine,matching,Reject BlackLine matching,BlackLine test data ready,Initiate integration > check queue > confirm completion,Success,Low
BLA-MAT-00071,BlackLine,matching,Create BlackLine matching,BlackLine test data ready,Create record > route approval > verify status,Success,Medium
BLA-MAT-00072,BlackLine,matching,Clone BlackLine matching,BlackLine test data ready,Initiate integration > check queue > confirm completion,Success,Low
BLA-MAT-00073,BlackLine,matching,Route BlackLine matching,BlackLine test data ready,Initiate integration > check queue > confirm completion,Success,Medium
BLA-MAT-00074,BlackLine,matching,Delete BlackLine matching,BlackLine test data ready,Create record > route approval > verify status,Success,High
BLA-MAT-00075,BlackLine,matching,Approve BlackLine matching,BlackLine test data ready,Submit transaction > sync system > reconcile report,Success,High
BLA-MAT-00076,BlackLine,matching,Update BlackLine matching,BlackLine test data ready,Create record > route approval > verify status,Success,High
BLA-MAT-00077,BlackLine,matching,Reject BlackLine matching,BlackLine test data ready,Submit transaction > sync system > reconcile report,Success,Low
BLA-MAT-00078,BlackLine,matching,Search BlackLine matching,BlackLine test data ready,Open module > perform action > validate result,Success,High
BLA-MAT-00079,BlackLine,matching,Delete BlackLine matching,BlackLine test data ready,Open module > perform action > validate result,Success,Medium
BLA-MAT-00080,BlackLine,matching,Restore BlackLine matching,BlackLine test data ready,Open module > perform action > validate result,Success,Low
BLA-MAT-00081,BlackLine,matching,Reject BlackLine matching,BlackLine test data ready,Open module > perform action > validate result,Success,Medium
BLA-MAT-00082,BlackLine,matching,Archive BlackLine matching,BlackLine test data ready,Submit transaction > sync system > reconcile report,Success,Low
BLA-MAT-00083,BlackLine,matching,Create BlackLine matching,BlackLine test data ready,Initiate integration > check queue > confirm completion,Success,Low
BLA-MAT-00084,BlackLine,matching,Clone BlackLine matching,BlackLine test data ready,Open module > perform action > validate result,Success,Medium
BLA-MAT-00085,BlackLine,matching,Escalate BlackLine matching,BlackLine test data ready,Create record > route approval > verify status,Success,Low
BLA-MAT-00086,BlackLine,matching,Search BlackLine matching,BlackLine test data ready,Initiate integration > check queue > confirm completion,Success,High
BLA-MAT-00087,BlackLine,matching,Create BlackLine matching,BlackLine test data ready,Create record > route approval > verify status,Success,Medium
BLA-MAT-00088,BlackLine,matching,Delete BlackLine matching,BlackLine test data ready,Create record > route approval > verify status,Success,Medium
BLA-MAT-00089,BlackLine,matching,Route BlackLine matching,BlackLine test data ready,Initiate integration > check queue > confirm completion,Success,Medium
BLA-MAT-00090,BlackLine,matching,Archive BlackLine matching,BlackLine test data ready,Initiate integration > check queue > confirm completion,Success,Low
BLA-MAT-00091,BlackLine,matching,Create BlackLine matching,BlackLine test data ready,Open module > perform action > validate result,Success,High
BLA-MAT-00092,BlackLine,matching,Search BlackLine matching,BlackLine test data ready,Submit transaction > sync system > reconcile report,Success,Low
BLA-MAT-00093,BlackLine,matching,Escalate BlackLine matching,BlackLine test data ready,Create record > route approval > verify status,Success,Medium
BLA-MAT-00094,BlackLine,matching,Edit BlackLine matching,BlackLine test data ready,Open module > perform action > validate result,Success,Medium
BLA-MAT-00095,BlackLine,matching,Route BlackLine matching,BlackLine test data ready,Create record > route approval > verify status,Success,Low
BLA-MAT-00096,BlackLine,matching,Restore BlackLine matching,BlackLine test data ready,Initiate integration > check queue > confirm completion,Success,Low
BLA-MAT-00097,BlackLine,matching,Submit BlackLine matching,BlackLine test data ready,Create record > route approval > verify status,Success,Low
BLA-MAT-00098,BlackLine,matching,Escalate BlackLine matching,BlackLine test data ready,Submit transaction > sync system > reconcile report,Success,High
BLA-MAT-00099,BlackLine,matching,Update BlackLine matching,BlackLine test data ready,Open module > perform action > validate result,Success,Medium
BLA-MAT-00100,BlackLine,matching,Edit BlackLine matching,BlackLine test data ready,Submit transaction > sync system > reconcile report,Success,High
BLA-MAT-00101,BlackLine,matching,Create BlackLine matching,BlackLine test data ready,Create record > route approval > verify status,Success,Medium
BLA-MAT-00102,BlackLine,matching,Clone BlackLine matching,BlackLine test data ready,Create record > route approval > verify status,Success,Low
BLA-MAT-00103,BlackLine,matching,Reject BlackLine matching,BlackLine test data ready,Submit transaction > sync system > reconcile report,Success,High
BLA-MAT-00104,BlackLine,matching,Update BlackLine matching,BlackLine test data ready,Create record > route approval > verify status,Success,Low
BLA-MAT-00105,BlackLine,matching,Edit BlackLine matching,BlackLine test data ready,Create record > route approval > verify status,Success,Low
BLA-MAT-00106,BlackLine,matching,Edit BlackLine matching,BlackLine test data ready,Create record > route approval > verify status,Success,High
BLA-MAT-00107,BlackLine,matching,Update BlackLine matching,BlackLine test data ready,Open module > perform action > validate result,Success,Low
BLA-MAT-00108,BlackLine,matching,Submit BlackLine matching,BlackLine test data ready,Open module > perform action > validate result,Success,High
BLA-MAT-00109,BlackLine,matching,Restore BlackLine matching,BlackLine test data ready,Submit transaction > sync system > reconcile report,Success,Medium
BLA-MAT-00110,BlackLine,matching,Submit BlackLine matching,BlackLine test data ready,Create record > route approval > verify status,Success,Low
BLA-MAT-00111,BlackLine,matching,Archive BlackLine matching,BlackLine test data ready,Submit transaction > sync system > reconcile report,Success,Medium
BLA-MAT-00112,BlackLine,matching,Route BlackLine matching,BlackLine test data ready,Create record > route approval > verify status,Success,Medium
BLA-MAT-00113,BlackLine,matching,Archive BlackLine matching,BlackLine test data ready,Create record > route approval > verify status,Success,Medium
BLA-MAT-00114,BlackLine,matching,Create BlackLine matching,BlackLine test data ready,Create record > route approval > verify status,Success,Medium
BLA-MAT-00115,BlackLine,matching,Route BlackLine matching,BlackLine test data ready,Open module > perform action > validate result,Success,High
BLA-MAT-00116,BlackLine,matching,Restore BlackLine matching,BlackLine test data ready,Create record > route approval > verify status,Success,Medium
BLA-MAT-00117,BlackLine,matching,Archive BlackLine matching,BlackLine test data ready,Submit transaction > sync system > reconcile report,Success,Low
BLA-MAT-00118,BlackLine,matching,Clone BlackLine matching,BlackLine test data ready,Open module > perform action > validate result,Success,High
BLA-MAT-00119,BlackLine,matching,Reject BlackLine matching,BlackLine test data ready,Submit transaction > sync system > reconcile report,Success,Low
BLA-MAT-00120,BlackLine,matching,Archive BlackLine matching,BlackLine test data ready,Submit transaction > sync system > reconcile report,Success,High
BLA-MAT-00121,BlackLine,matching,Search BlackLine matching,BlackLine test data ready,Create record > route approval > verify status,Success,Medium
BLA-MAT-00122,BlackLine,matching,Clone BlackLine matching,BlackLine test data ready,Submit transaction > sync system > reconcile report,Success,Low
BLA-MAT-00123,BlackLine,matching,Route BlackLine matching,BlackLine test data ready,Create record > route approval > verify status,Success,Low
BLA-MAT-00124,BlackLine,matching,Approve BlackLine matching,BlackLine test data ready,Create record > route approval > verify status,Success,High
BLA-MAT-00125,BlackLine,matching,Delete BlackLine matching,BlackLine test data ready,Create record > route approval > verify status,Success,Low
BLA-MAT-00126,BlackLine,matching,Submit BlackLine matching,BlackLine test data ready,Initiate integration > check queue > confirm completion,Success,Medium
BLA-MAT-00127,BlackLine,matching,Edit BlackLine matching,BlackLine test data ready,Submit transaction > sync system > reconcile report,Success,Low
BLA-MAT-00128,BlackLine,matching,Archive BlackLine matching,BlackLine test data ready,Submit transaction > sync system > reconcile report,Success,Medium
BLA-MAT-00129,BlackLine,matching,Approve BlackLine matching,BlackLine test data ready,Create record > route approval > verify status,Success,Low
BLA-MAT-00130,BlackLine,matching,Archive BlackLine matching,BlackLine test data ready,Initiate integration > check queue > confirm completion,Success,Medium
BLA-MAT-00131,BlackLine,matching,Validate BlackLine matching,BlackLine test data ready,Submit transaction > sync system > reconcile report,Success,High
BLA-MAT-00132,BlackLine,matching,Clone BlackLine matching,BlackLine test data ready,Initiate integration > check queue > confirm completion,Success,Medium
BLA-MAT-00133,BlackLine,matching,Update BlackLine matching,BlackLine test data ready,Create record > route approval > verify status,Success,High
BLA-MAT-00134,BlackLine,matching,Validate BlackLine matching,BlackLine test data ready,Initiate integration > check queue > confirm completion,Success,High
BLA-MAT-00135,BlackLine,matching,Delete BlackLine matching,BlackLine test data ready,Open module > perform action > validate result,Success,High
BLA-MAT-00136,BlackLine,matching,Validate BlackLine matching,BlackLine test data ready,Open module > perform action > validate result,Success,High
BLA-MAT-00137,BlackLine,matching,Archive BlackLine matching,BlackLine test data ready,Submit transaction > sync system > reconcile report,Success,Medium
BLA-MAT-00138,BlackLine,matching,Create BlackLine matching,BlackLine test data ready,Submit transaction > sync system > reconcile report,Success,Medium
BLA-MAT-00139,BlackLine,matching,Delete BlackLine matching,BlackLine test data ready,Create record > route approval > verify status,Success,Medium
BLA-MAT-00140,BlackLine,matching,Edit BlackLine matching,BlackLine test data ready,Create record > route approval > verify status,Success,High
BLA-MAT-00141,BlackLine,matching,Escalate BlackLine matching,BlackLine test data ready,Initiate integration > check queue > confirm completion,Success,Medium
BLA-MAT-00142,BlackLine,matching,Archive BlackLine matching,BlackLine test data ready,Submit transaction > sync system > reconcile report,Success,Low
BLA-MAT-00143,BlackLine,matching,Restore BlackLine matching,BlackLine test data ready,Submit transaction > sync system > reconcile report,Success,Low
BLA-MAT-00144,BlackLine,matching,Delete BlackLine matching,BlackLine test data ready,Open module > perform action > validate result,Success,Medium
BLA-MAT-00145,BlackLine,matching,Create BlackLine matching,BlackLine test data ready,Open module > perform action > validate result,Success,Low
BLA-MAT-00146,BlackLine,matching,Submit BlackLine matching,BlackLine test data ready,Submit transaction > sync system > reconcile report,Success,Low
BLA-MAT-00147,BlackLine,matching,Validate BlackLine matching,BlackLine test data ready,Initiate integration > check queue > confirm completion,Success,Medium
BLA-MAT-00148,BlackLine,matching,Approve BlackLine matching,BlackLine test data ready,Submit transaction > sync system > reconcile report,Success,Medium
BLA-MAT-00149,BlackLine,matching,Archive BlackLine matching,BlackLine test data ready,Initiate integration > check queue > confirm completion,Success,High
BLA-MAT-00150,BlackLine,matching,Escalate BlackLine matching,BlackLine test data ready,Create record > route approval > verify status,Success,Low
BLA-MAT-00151,BlackLine,matching,Escalate BlackLine matching,BlackLine test data ready,Initiate integration > check queue > confirm completion,Success,Low
BLA-MAT-00152,BlackLine,matching,Clone BlackLine matching,BlackLine test data ready,Open module > perform action > validate result,Success,Medium
BLA-MAT-00153,BlackLine,matching,Approve BlackLine matching,BlackLine test data ready,Create record > route approval > verify status,Success,Medium
BLA-MAT-00154,BlackLine,matching,Delete BlackLine matching,BlackLine test data ready,Open module > perform action > validate result,Success,Low
BLA-MAT-00155,BlackLine,matching,Update BlackLine matching,BlackLine test data ready,Initiate integration > check queue > confirm completion,Success,High
BLA-MAT-00156,BlackLine,matching,Archive BlackLine matching,BlackLine test data ready,Initiate integration > check queue > confirm completion,Success,Low
