Test Case ID,Product,Folder,Capability,Domain,Flow,Test Type,Scenario,Preconditions,Steps,Expected Result,Priority,Sample Data
IOS-ONB-00001,iOS,onboarding,onboarding,Healthcare,Push -> Open -> Verify,Accessibility,Route iOS onboarding,iOS access and test data available,"1. Open onboarding.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Low,"{""device"": ""iPhone 15"", ""os"": ""iOS 18"", ""network"": ""Wi-Fi""}"
IOS-ONB-00002,iOS,onboarding,onboarding,FinTech,Launch -> Authenticate -> Use -> Logout,Regression,Escalate iOS onboarding,iOS access and test data available,"1. Open onboarding.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,High,"{""device"": ""iPhone 15"", ""os"": ""iOS 18"", ""network"": ""Wi-Fi""}"
IOS-ONB-00003,iOS,onboarding,onboarding,FinTech,Push -> Open -> Verify,Security,Edit iOS onboarding,iOS access and test data available,"1. Open onboarding.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Low,"{""device"": ""iPhone 15"", ""os"": ""iOS 18"", ""network"": ""Wi-Fi""}"
IOS-ONB-00004,iOS,onboarding,onboarding,Enterprise,Offline -> Sync -> Resolve,Functional,Archive iOS onboarding,iOS access and test data available,"1. Open onboarding.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,High,"{""device"": ""iPhone 15"", ""os"": ""iOS 18"", ""network"": ""Wi-Fi""}"
IOS-ONB-00005,iOS,onboarding,onboarding,Enterprise,Offline -> Sync -> Resolve,Security,Approve iOS onboarding,iOS access and test data available,"1. Open onboarding.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Low,"{""device"": ""iPhone 15"", ""os"": ""iOS 18"", ""network"": ""Wi-Fi""}"
IOS-ONB-00006,iOS,onboarding,onboarding,FinTech,Push -> Open -> Verify,Performance,Edit iOS onboarding,iOS access and test data available,"1. Open onboarding.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,High,"{""device"": ""iPhone 15"", ""os"": ""iOS 18"", ""network"": ""Wi-Fi""}"
IOS-ONB-00007,iOS,onboarding,onboarding,Healthcare,Offline -> Sync -> Resolve,Integration,Approve iOS onboarding,iOS access and test data available,"1. Open onboarding.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Medium,"{""device"": ""iPhone 15"", ""os"": ""iOS 18"", ""network"": ""Wi-Fi""}"
IOS-ONB-00008,iOS,onboarding,onboarding,FinTech,Push -> Open -> Verify,Performance,Restore iOS onboarding,iOS access and test data available,"1. Open onboarding.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Low,"{""device"": ""iPhone 15"", ""os"": ""iOS 18"", ""network"": ""Wi-Fi""}"
IOS-ONB-00009,iOS,onboarding,onboarding,Consumer,Push -> Open -> Verify,Accessibility,Edit iOS onboarding,iOS access and test data available,"1. Open onboarding.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Low,"{""device"": ""iPhone 15"", ""os"": ""iOS 18"", ""network"": ""Wi-Fi""}"
IOS-ONB-00010,iOS,onboarding,onboarding,Consumer,Launch -> Authenticate -> Use -> Logout,UI,Clone iOS onboarding,iOS access and test data available,"1. Open onboarding.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Medium,"{""device"": ""iPhone 15"", ""os"": ""iOS 18"", ""network"": ""Wi-Fi""}"
